name,format,played,wins,losses,first_played,last_played,lowest_rating,highest_rating,pokemon_used
adaptability26680,[Gen 2] UBERS,2,1,1,2019-08-28 01:12:41,2019-08-28 01:27:48,,,"{'Gengar': 2, 'Cloyster': 2, 'Jynx': 1, 'Zapdos': 2, 'Snorlax': 2, 'Steelix': 2, 'Celebi': 1}"
adaptability45192,[Gen 2] UBERS,21,11,10,2022-06-05 14:38:23,2023-11-14 15:03:06,,,"{'Zapdos': 12, 'Snorlax': 21, 'Cloyster': 17, 'Mew': 12, 'Mewtwo': 18, 'Heracross': 1, 'Jolteon': 4, 'Celebi': 2, 'Tyranitar': 9, 'Steelix': 6, 'Vaporeon': 2, 'Forretress': 3, 'Raikou': 2, 'Quagsire': 1, 'Skarmory': 1, 'Houndoom': 1, 'Gengar': 2, 'Exeggutor': 1, 'Lugia': 1}"
aeroblast80421,[Gen 2] UBERS,1,1,0,2019-02-23 22:25:53,2019-02-23 22:25:53,,,"{'Gengar': 1, 'Typhlosion': 1, 'Victreebel': 1, 'Ho-Oh': 1, 'Heracross': 1, 'Dragonite': 1}"
aerodactyl64903,[Gen 2] UBERS,3,3,0,2016-10-17 03:26:49,2016-10-17 03:43:07,,,"{'Lugia': 3, 'Gligar': 2, 'Flaaffy': 1}"
aerodactyl78201,[Gen 2] UBERS,2,2,0,2020-01-05 12:08:51,2020-01-05 12:14:51,,,"{'Mew': 1, 'Lugia': 2, 'Zapdos': 2, 'Snorlax': 2, 'Steelix': 2, 'Mewtwo': 2}"
aggron60452,[Gen 2] UBERS,4,2,2,2017-03-01 03:54:57,2017-05-06 21:11:45,,,"{'Gengar': 4, 'Mew': 4, 'Lugia': 4, 'Ho-Oh': 4, 'Snorlax': 4, 'Mewtwo': 4}"
aggron6410,[Gen 2] UBERS,1,1,0,2020-03-07 20:58:00,2020-03-07 20:58:00,1000.0,1000.0,"{'Celebi': 1, 'Tyranitar': 1, 'Ho-Oh': 1, 'Mewtwo': 1, 'Forretress': 1}"
aguavberry35114,[Gen 2] UBERS,1,1,0,2018-07-11 00:38:24,2018-07-11 00:38:24,,,"{'Snorlax': 1, 'Raikou': 1}"
aguavberry86110,[Gen 2] UBERS,1,1,0,2019-09-18 15:06:51,2019-09-18 15:06:51,,,"{'Cloyster': 1, 'Jolteon': 1, 'Mew': 1, 'Snorlax': 1, 'Steelix': 1, 'Mewtwo': 1}"
aipom12626,[Gen 2] UBERS,2,1,1,2018-10-02 17:27:50,2018-10-02 18:04:26,,,"{'Typhlosion': 2, 'Skarmory': 2, 'Kingdra': 2, 'Donphan': 2, 'Hitmontop': 2, 'Ursaring': 2}"
aircutter24151,[Gen 2] UBERS,2,2,0,2024-07-07 21:27:56,2025-05-17 15:20:43,,,"{'Cloyster': 2, 'Jolteon': 2, 'Lugia': 2, 'Tyranitar': 2, 'Snorlax': 2, 'Mewtwo': 1}"
alakazammega8565,[Gen 2] UBERS,7,4,3,2019-07-19 17:06:18,2020-08-23 18:56:56,1173.0,1173.0,"{'Umbreon': 7, 'Tyranitar': 7, 'Ho-Oh': 7, 'Zapdos': 7, 'Snorlax': 7, 'Mewtwo': 6, 'Steelix': 1}"
altaria32948,[Gen 2] UBERS,4,2,2,2024-05-25 21:20:36,2024-05-25 22:11:48,,,"{'Cloyster': 4, 'Exeggutor': 1, 'Tyranitar': 1, 'Zapdos': 1, 'Snorlax': 4, 'Mewtwo': 2, 'Jolteon': 3, 'Ho-Oh': 3, 'Golem': 3}"
ambipom17875,[Gen 2] UBERS,1,0,1,2018-04-05 20:29:26,2018-04-05 20:29:26,,,"{'Gengar': 1, 'Machamp': 1, 'Hypno': 1, 'Golem': 1, 'Feraligatr': 1, 'Koffing': 1}"
amnesia25800,[Gen 2] UBERS,9,6,3,2020-07-10 02:14:03,2021-02-20 19:13:44,,,"{'Cloyster': 7, 'Mew': 6, 'Zapdos': 5, 'Snorlax': 9, 'Steelix': 5, 'Mewtwo': 6, 'Lugia': 2, 'Raikou': 3, 'Golem': 3, 'Jolteon': 1, 'Tyranitar': 1, 'Exeggutor': 1, 'Forretress': 2, 'Celebi': 1}"
ampharos70794,[Gen 2] UBERS,2,1,1,2018-04-05 20:29:26,2019-11-03 18:44:34,,,"{'Sunflora': 1, 'Raticate': 1, 'Nidoqueen': 2, 'Corsola': 1, 'Flareon': 1, 'Girafarig': 1, 'Victreebel': 1, 'Politoed': 1, 'Granbull': 1, 'Golem': 1, 'Wobbuffet': 1}"
ancientpower30031,[Gen 2] UBERS,1,0,1,2020-03-10 22:39:23,2020-03-10 22:39:23,1000.0,1000.0,"{'Blissey': 1, 'Celebi': 1, 'Mew': 1, 'Ho-Oh': 1, 'Golem': 1, 'Mewtwo': 1}"
angaskhanmega50349,[Gen 2] UBERS,1,1,0,2017-05-10 03:21:41,2017-05-10 03:21:41,,,"{'Stantler': 1, 'Dugtrio': 1, 'Octillery': 1, 'Sudowoodo': 1, 'Venomoth': 1, 'Hitmontop': 1}"
anorith63807,[Gen 2] UBERS,1,1,0,2024-09-13 19:47:19,2024-09-13 19:47:19,,,"{'Misdreavus': 1, 'Lugia': 1, 'Miltank': 1, 'Vaporeon': 1}"
anorith68972,[Gen 2] UBERS,9,8,1,2024-05-18 20:45:38,2024-10-05 10:44:59,,,"{'Quagsire': 4, 'Heracross': 6, 'Golem': 7, 'Kadabra': 2, 'Forretress': 9, 'Steelix': 4, 'Slowking': 7, 'Espeon': 4, 'Venomoth': 1, 'Starmie': 1, 'Slowbro': 1, 'Donphan': 1, 'Alakazam': 1, 'Typhlosion': 1, 'Hypno': 1}"
anticipation69983,[Gen 2] UBERS,3,1,2,2020-02-10 00:08:43,2020-02-12 01:50:44,,,"{'Pidgeot': 1, 'Arcanine': 3, 'Alakazam': 2, 'Gyarados': 2, 'Rhydon': 1}"
apicotberry38772,[Gen 2] UBERS,1,0,1,2019-08-01 09:34:12,2019-08-01 09:34:12,,,"{'Jolteon': 1, 'Psyduck': 1, 'Meowth': 1, 'Alakazam': 1, 'Eevee': 1, 'Pikachu': 1}"
apicotberry66567,[Gen 2] UBERS,1,1,0,2020-08-15 12:09:20,2020-08-15 12:09:20,,,"{'Ho-Oh': 1, 'Lugia': 1, 'Charizard': 1, 'Mewtwo': 1}"
aquajet40986,[Gen 2] UBERS,1,1,0,2020-07-10 02:42:31,2020-07-10 02:42:31,,,"{'Cyndaquil': 1, 'Phanpy': 1, 'Heracross': 1, 'Totodile': 1, 'Bayleef': 1, 'Pikachu': 1}"
aquaring13364,[Gen 2] UBERS,1,1,0,2019-01-04 21:12:17,2019-01-04 21:12:17,,,"{'Sneasel': 1, 'Jolteon': 1, 'Crobat': 1, 'Ho-Oh': 1, 'Rhydon': 1, 'Feraligatr': 1}"
aquatail93880,[Gen 2] UBERS,9,0,9,2024-08-29 02:05:33,2024-10-02 19:13:56,,,"{'Ampharos': 2, 'Granbull': 2, 'Tauros': 4, 'Lanturn': 4, 'Magneton': 2, 'Ursaring': 2, 'Crobat': 4, 'Nidoking': 2, 'Tentacruel': 2, 'Arbok': 2, 'Golem': 2, 'Weezing': 2, 'Beedrill': 1, 'Raikou': 1, 'Butterfree': 1, 'Houndoom': 1, 'Bayleef': 1, 'Blastoise': 1, 'Jynx': 1, 'Arcanine': 1, 'Slowbro': 1, 'Heracross': 1, 'Magmar': 1, 'Forretress': 1, 'Starmie': 2, 'Steelix': 2, 'Haunter': 2, 'Gengar': 1, 'Sunflora': 1, 'Mew': 1, 'Smeargle': 1, 'Golduck': 1, 'Vileplume': 1}"
arbok74124,[Gen 2] UBERS,5,1,4,2023-06-16 18:08:22,2024-07-01 02:33:58,,,"{'Zapdos': 3, 'Snorlax': 5, 'Vaporeon': 1, 'Mewtwo': 5, 'Rhydon': 1, 'Forretress': 1, 'Mew': 4, 'Gengar': 1, 'Cloyster': 3, 'Exeggutor': 1, 'Tyranitar': 1, 'Steelix': 1}"
arcanine16515,[Gen 2] UBERS,1,0,1,2021-06-04 14:24:36,2021-06-04 14:24:36,,,"{'Cloyster': 1, 'Jolteon': 1, 'Mew': 1, 'Tyranitar': 1, 'Snorlax': 1, 'Mewtwo': 1}"
arceusbug60355,[Gen 2] UBERS,1,1,0,2024-11-30 19:15:51,2024-11-30 19:15:51,,,"{'Scyther': 1, 'Rhydon': 1}"
arceusbug65161,[Gen 2] UBERS,1,0,1,2020-02-28 16:55:50,2020-02-28 16:55:50,,,"{'Mantine': 1, 'Dragonite': 1, 'Nidoqueen': 1, 'Electabuzz': 1, 'Typhlosion': 1, 'Ursaring': 1}"
arceusdark25716,[Gen 2] UBERS,1,0,1,2024-09-13 19:47:19,2024-09-13 19:47:19,,,"{'Quagsire': 1, 'Lugia': 1, 'Tyranitar': 1, 'Fearow': 1, 'Steelix': 1, 'Feraligatr': 1}"
arceusdark38759,[Gen 2] UBERS,1,0,1,2020-04-28 00:24:03,2020-04-28 00:24:03,,,"{'Lugia': 1, 'Tyranitar': 1, 'Ho-Oh': 1, 'Togetic': 1, 'Hitmontop': 1, 'Raichu': 1}"
arceusfighting4537,[Gen 2] UBERS,1,1,0,2018-10-13 17:41:21,2018-10-13 17:41:21,,,"{'Victreebel': 1, 'Tyranitar': 1, 'Scizor': 1, 'Feraligatr': 1, 'Typhlosion': 1, 'Espeon': 1}"
arceusgrass12770,[Gen 2] UBERS,2,2,0,2019-03-05 18:39:12,2019-03-05 20:58:20,,,{'Magikarp': 2}
arceusice76781,[Gen 2] UBERS,1,1,0,2021-12-31 15:58:59,2021-12-31 15:58:59,,,"{'Celebi': 1, 'Mew': 1, 'Lugia': 1, 'Ho-Oh': 1, 'Snorlax': 1, 'Mewtwo': 1}"
arceuspoison18763,[Gen 2] UBERS,1,0,1,2018-07-06 13:08:32,2018-07-06 13:08:32,1000.0,1000.0,"{'Lugia': 1, 'Skarmory': 1, 'Celebi': 1, 'Mewtwo': 1}"
arceuspoison80049,[Gen 2] UBERS,1,0,1,2016-09-14 01:19:30,2016-09-14 01:19:30,,,"{'Celebi': 1, 'Mew': 1, 'Lugia': 1, 'Ho-Oh': 1, 'Mewtwo': 1, 'Typhlosion': 1}"
arceuspoison93202,[Gen 2] UBERS,4,2,2,2020-02-09 20:47:35,2020-02-16 20:34:48,,,"{'Gengar': 1, 'Xatu': 4, 'Marowak': 1, 'Ninetales': 1, 'Slowbro': 3, 'Exeggutor': 2}"
arceussteel74327,[Gen 2] UBERS,4,4,0,2017-04-18 19:57:35,2017-05-22 18:33:21,,,"{'Charizard': 4, 'Heracross': 4, 'Snorlax': 4, 'Tauros': 3, 'Bayleef': 3, 'Pikachu': 4, 'Noctowl': 1, 'Muk': 1}"
arceussteel78364,[Gen 2] UBERS,1,1,0,2019-07-23 20:30:01,2019-07-23 20:30:01,,,"{'Mew': 1, 'Zapdos': 1, 'Snorlax': 1, 'Golem': 1, 'Mewtwo': 1, 'Forretress': 1}"
arceuswater29696,[Gen 2] UBERS,1,0,1,2018-11-27 21:54:44,2018-11-27 21:54:44,,,"{'Blissey': 1, 'Celebi': 1, 'Mew': 1, 'Lugia': 1, 'Ho-Oh': 1, 'Mewtwo': 1}"
arceuswater57688,[Gen 2] UBERS,12,7,5,2017-11-26 19:37:55,2024-08-04 22:16:15,,,"{'Marowak': 1, 'Jolteon': 2, 'Snorlax': 9, 'Miltank': 2, 'Mewtwo': 7, 'Forretress': 2, 'Zapdos': 5, 'Cloyster': 6, 'Mew': 6, 'Skarmory': 1, 'Lugia': 3, 'Ho-Oh': 5, 'Delibird': 1, 'Aerodactyl': 1, 'Starmie': 1, 'Steelix': 3, 'Alakazam': 1, 'Celebi': 3, 'Jynx': 1, 'Umbreon': 2, 'Gengar': 2, 'Exeggutor': 1}"
arenatrap3377,[Gen 2] UBERS,1,1,0,2017-09-29 22:15:20,2017-09-29 22:15:20,,,"{'Gengar': 1, 'Cloyster': 1, 'Celebi': 1, 'Heracross': 1, 'Snorlax': 1, 'Forretress': 1}"
ariados42085,[Gen 2] UBERS,1,1,0,2020-03-10 21:32:39,2020-03-10 21:32:39,,,"{'Cloyster': 1, 'Mew': 1, 'Zapdos': 1, 'Snorlax': 1, 'Golem': 1, 'Mewtwo': 1}"
ariados84574,[Gen 2] UBERS,1,1,0,2020-01-21 12:40:37,2020-01-21 12:40:37,,,"{'Lugia': 1, 'Zapdos': 1, 'Snorlax': 1, 'Steelix': 1, 'Mewtwo': 1}"
armaldo41028,[Gen 2] UBERS,1,1,0,2019-04-13 21:37:47,2019-04-13 21:37:47,,,"{'Celebi': 1, 'Lugia': 1, 'Raikou': 1, 'Ho-Oh': 1, 'Mewtwo': 1}"
aromatherapy95695,[Gen 2] UBERS,1,1,0,2017-12-17 13:04:45,2017-12-17 13:04:45,,,"{'Gengar': 1, 'Ho-Oh': 1, 'Snorlax': 1, 'Machamp': 1, 'Vaporeon': 1, 'Mewtwo': 1}"
articuno30599,[Gen 2] UBERS,3,2,1,2016-02-12 03:47:18,2016-05-18 00:36:40,,,"{'Celebi': 1, 'Lugia': 3, 'Tyranitar': 1, 'Zapdos': 1, 'Snorlax': 3, 'Forretress': 2, 'Gengar': 1, 'Raikou': 1, 'Miltank': 1, 'Jolteon': 1, 'Ho-Oh': 1, 'Steelix': 1, 'Mewtwo': 1}"
articuno75579,[Gen 2] UBERS,5,4,1,2025-01-27 01:21:40,2025-05-17 15:20:43,,,"{'Cloyster': 4, 'Jolteon': 2, 'Mew': 3, 'Snorlax': 5, 'Steelix': 3, 'Mewtwo': 5, 'Raikou': 2, 'Tyranitar': 1, 'Celebi': 1, 'Ho-Oh': 2, 'Golem': 1, 'Forretress': 1}"
aspearberry45831,[Gen 2] UBERS,1,0,1,2022-06-20 02:58:47,2022-06-20 02:58:47,,,"{'Quagsire': 1, 'Celebi': 1, 'Lugia': 1, 'Snorlax': 1, 'Mewtwo': 1, 'Forretress': 1}"
aspearberry94258,[Gen 2] UBERS,2,1,1,2020-01-05 12:08:56,2020-01-05 12:14:51,,,"{'Mew': 2, 'Lugia': 2, 'Zapdos': 2, 'Snorlax': 2, 'Steelix': 2, 'Mewtwo': 2}"
assurance24082,[Gen 2] UBERS,1,0,1,2020-03-24 23:14:46,2020-03-24 23:14:46,,,"{'Celebi': 1, 'Mew': 1, 'Lugia': 1, 'Snorlax': 1, 'Forretress': 1}"
astonish32045,[Gen 2] UBERS,39,22,17,2022-11-05 19:58:50,2025-05-11 03:28:32,,,"{'Zapdos': 15, 'Snorlax': 38, 'Golem': 2, 'Mewtwo': 36, 'Forretress': 11, 'Cloyster': 24, 'Mew': 10, 'Exeggutor': 3, 'Steelix': 9, 'Jolteon': 11, 'Ho-Oh': 3, 'Gengar': 5, 'Tyranitar': 12, 'Celebi': 8, 'Raikou': 6, 'Quagsire': 1, 'Starmie': 1, 'Lugia': 4, 'Vaporeon': 4, 'Mr. Mime': 3, 'Scizor': 3, 'Heracross': 2, 'Rhydon': 1, 'Marowak': 1, 'Umbreon': 3, 'Skarmory': 2, 'Houndoom': 2, 'Misdreavus': 1}"
astonish55420,[Gen 2] UBERS,1,1,0,2020-08-29 02:50:10,2020-08-29 02:50:10,,,"{'Cloyster': 1, 'Bellossom': 1, 'Mew': 1, 'Tyranitar': 1, 'Snorlax': 1, 'Mewtwo': 1}"
astonish72019,[Gen 2] UBERS,6,3,3,2020-07-14 02:54:06,2020-08-20 21:23:03,1041.0,1041.0,"{'Celebi': 5, 'Mew': 6, 'Snorlax': 5, 'Steelix': 6, 'Forretress': 6, 'Lugia': 4}"
attackorder75853,[Gen 2] UBERS,2,0,2,2019-05-01 02:18:44,2019-09-09 01:00:54,,,"{'Mew': 2, 'Lugia': 2, 'Zapdos': 2, 'Snorlax': 2, 'Steelix': 2, 'Mewtwo': 2}"
aurasphere26323,[Gen 2] UBERS,2,0,2,2019-07-29 02:15:03,2019-11-11 01:44:02,,,"{'Mew': 1, 'Lugia': 2, 'Zapdos': 1, 'Snorlax': 1, 'Mewtwo': 1, 'Gengar': 1, 'Electrode': 1}"
aurasphere76841,[Gen 2] UBERS,23,15,8,2024-09-01 11:20:17,2024-12-24 22:46:42,1000.0,1000.0,"{'Celebi': 3, 'Ho-Oh': 4, 'Snorlax': 22, 'Mewtwo': 22, 'Golem': 4, 'Forretress': 3, 'Cloyster': 19, 'Mew': 8, 'Tyranitar': 10, 'Zapdos': 8, 'Jolteon': 12, 'Raikou': 10, 'Gengar': 2, 'Steelix': 6, 'Umbreon': 1}"
aurorabeam88946,[Gen 2] UBERS,1,0,1,2018-07-20 23:00:32,2018-07-20 23:00:32,,,"{'Celebi': 1, 'Mew': 1, 'Lugia': 1, 'Snorlax': 1, 'Steelix': 1, 'Mewtwo': 1}"
aurorabeam9548,[Gen 2] UBERS,2,0,2,2019-09-15 23:19:42,2019-09-15 23:32:08,,,"{'Cloyster': 1, 'Celebi': 1, 'Lugia': 1, 'Zapdos': 2, 'Snorlax': 2, 'Mewtwo': 2, 'Mew': 1, 'Golem': 1, 'Forretress': 1}"
avalanche99097,[Gen 2] UBERS,1,0,1,2018-05-15 21:28:37,2018-05-15 21:28:37,,,"{'Kingdra': 1, 'Pidgeot': 1, 'Raikou': 1, 'Tyranitar': 1, 'Typhlosion': 1, 'Murkrow': 1}"
azelf20681,[Gen 2] UBERS,1,0,1,2021-06-20 19:04:14,2021-06-20 19:04:14,,,"{'Jynx': 1, 'Starmie': 1, 'Snorlax': 1, 'Tauros': 1, 'Alakazam': 1, 'Chansey': 1}"
azelf4592,[Gen 2] UBERS,1,1,0,2024-09-03 21:25:21,2024-09-03 21:25:21,1000.0,1000.0,"{'Blissey': 1, 'Skarmory': 1, 'Mew': 1, 'Lugia': 1, 'Mewtwo': 1, 'Golem': 1}"
azelf8928,[Gen 2] UBERS,1,1,0,2017-11-01 00:26:26,2017-11-01 00:26:26,,,"{'Gengar': 1, 'Cloyster': 1, 'Celebi': 1, 'Lugia': 1, 'Machamp': 1}"
azurill29651,[Gen 2] UBERS,1,0,1,2016-12-02 23:27:47,2016-12-02 23:27:47,,,"{'Gengar': 1, 'Jynx': 1, 'Exeggutor': 1, 'Aipom': 1, 'Lapras': 1, 'Typhlosion': 1}"
azurill66758,[Gen 2] UBERS,1,0,1,2024-10-31 22:57:16,2024-10-31 22:57:16,,,"{'Cloyster': 1, 'Mew': 1, 'Zapdos': 1, 'Snorlax': 1, 'Steelix': 1, 'Mewtwo': 1}"
baddreams28605,[Gen 2] UBERS,1,0,1,2024-02-17 22:54:51,2024-02-17 22:54:51,,,"{'Mew': 1, 'Zapdos': 1, 'Snorlax': 1, 'Golem': 1, 'Mewtwo': 1, 'Forretress': 1}"
bagon12387,[Gen 2] UBERS,1,0,1,2017-11-10 09:31:45,2017-11-10 09:31:45,,,"{'Suicune': 1, 'Exeggutor': 1, 'Tyranitar': 1, 'Zapdos': 1, 'Snorlax': 1, 'Misdreavus': 1}"
bagon34021,[Gen 2] UBERS,1,1,0,2018-07-18 20:35:37,2018-07-18 20:35:37,1054.0,1054.0,"{'Celebi': 1, 'Mew': 1, 'Lugia': 1, 'Ho-Oh': 1, 'Steelix': 1, 'Mewtwo': 1}"
baltoy85571,[Gen 2] UBERS,1,1,0,2024-06-09 23:31:39,2024-06-09 23:31:39,,,"{'Celebi': 1, 'Tyranitar': 1, 'Ho-Oh': 1, 'Snorlax': 1, 'Mewtwo': 1, 'Forretress': 1}"
banette50222,[Gen 2] UBERS,1,0,1,2018-10-28 09:16:12,2018-10-28 09:16:12,,,"{'Gengar': 1, 'Lugia': 1, 'Tyranitar': 1, 'Ho-Oh': 1, 'Feraligatr': 1, 'Electabuzz': 1}"
barboach14789,[Gen 2] UBERS,3,1,2,2020-02-09 23:37:05,2020-02-09 23:56:10,,,"{'Kingler': 2, 'Butterfree': 2, 'Weezing': 3, 'Victreebel': 2}"
barboach88300,[Gen 2] UBERS,4,0,4,2023-06-03 16:16:53,2023-07-15 18:19:59,,,"{'Cloyster': 2, 'Mew': 4, 'Tyranitar': 2, 'Zapdos': 2, 'Snorlax': 4, 'Mewtwo': 3, 'Lugia': 1, 'Steelix': 1, 'Forretress': 2}"
barrage60645,[Gen 2] UBERS,4,2,2,2024-09-28 17:31:52,2024-10-06 01:00:50,,,"{'Dodrio': 4, 'Quagsire': 4, 'Tauros': 4, 'Lanturn': 4, 'Feraligatr': 4, 'Slowking': 4}"
barrier34526,[Gen 2] UBERS,1,0,1,2016-05-12 03:41:36,2016-05-12 03:41:36,,,"{'Lugia': 1, 'Zapdos': 1, 'Snorlax': 1, 'Steelix': 1, 'Mewtwo': 1}"
barrier60185,[Gen 2] UBERS,1,0,1,2018-10-10 01:14:50,2018-10-10 01:14:50,,,"{'Gengar': 1, 'Cloyster': 1, 'Blissey': 1, 'Skarmory': 1, 'Raikou': 1, 'Snorlax': 1}"
barrier67448,[Gen 2] UBERS,1,0,1,2024-01-14 16:50:08,2024-01-14 16:50:08,,,"{'Cloyster': 1, 'Jolteon': 1, 'Mew': 1, 'Tyranitar': 1, 'Snorlax': 1, 'Mewtwo': 1}"
batonpass29222,[Gen 2] UBERS,10,5,5,2021-10-01 23:33:22,2023-09-17 22:27:48,,,"{'Cloyster': 7, 'Mew': 7, 'Tyranitar': 3, 'Zapdos': 7, 'Snorlax': 10, 'Mewtwo': 10, 'Exeggutor': 1, 'Steelix': 2, 'Rhydon': 4, 'Forretress': 3, 'Raikou': 1, 'Jolteon': 2, 'Vaporeon': 1}"
batonpass53541,[Gen 2] UBERS,4,0,4,2022-09-28 01:54:45,2024-09-24 14:25:19,,,"{'Cloyster': 4, 'Jolteon': 1, 'Mew': 2, 'Snorlax': 4, 'Mewtwo': 3, 'Gengar': 3, 'Zapdos': 1, 'Steelix': 1, 'Exeggutor': 1, 'Tyranitar': 2}"
battlearmor85279,[Gen 2] UBERS,1,0,1,2018-01-09 01:26:11,2018-01-09 01:26:11,,,"{'Gengar': 1, 'Bellossom': 1, 'Pidgeot': 1, 'Scizor': 1, 'Politoed': 1, 'Typhlosion': 1}"
beedrill11673,[Gen 2] UBERS,1,0,1,2018-08-07 21:06:25,2018-08-07 21:06:25,,,"{'Mew': 1, 'Lugia': 1, 'Zapdos': 1, 'Snorlax': 1, 'Steelix': 1, 'Mewtwo': 1}"
beedrill7734,[Gen 2] UBERS,1,1,0,2020-06-12 15:59:28,2020-06-12 15:59:28,,,"{'Kingdra': 1, 'Steelix': 1, 'Machamp': 1, 'Alakazam': 1, 'Miltank': 1, 'Aerodactyl': 1}"
beedrill83538,[Gen 2] UBERS,1,0,1,2016-06-18 14:26:28,2016-06-18 14:26:28,,,{'Zapdos': 1}
bellossom60723,[Gen 2] UBERS,2,0,2,2024-07-07 20:05:16,2024-07-14 19:30:41,,,"{'Cloyster': 1, 'Mew': 1, 'Raikou': 1, 'Snorlax': 2, 'Vaporeon': 1, 'Mewtwo': 2, 'Quagsire': 1, 'Celebi': 1, 'Ho-Oh': 1, 'Forretress': 1}"
belueberry40138,[Gen 2] UBERS,2,1,1,2020-06-28 09:58:13,2020-06-28 10:01:09,,,"{'Celebi': 2, 'Mew': 2, 'Lugia': 1, 'Snorlax': 2, 'Steelix': 1, 'Forretress': 2}"
belueberry80725,[Gen 2] UBERS,3,1,2,2025-05-04 22:05:31,2025-05-04 22:35:25,,,"{'Mew': 3, 'Ho-Oh': 1, 'Snorlax': 3, 'Mewtwo': 3, 'Forretress': 1, 'Cloyster': 2, 'Exeggutor': 1, 'Tyranitar': 1, 'Lugia': 1, 'Steelix': 1}"
berry24029,[Gen 2] UBERS,1,0,1,2020-01-13 23:19:44,2020-01-13 23:19:44,,,"{'Porygon2': 1, 'Umbreon': 1, 'Heracross': 1, 'Flareon': 1, 'Donphan': 1, 'Raichu': 1}"
berry3329,[Gen 2] UBERS,3,3,0,2017-03-01 03:40:06,2017-03-02 06:01:04,,,"{'Skarmory': 3, 'Mew': 3, 'Lugia': 3, 'Snorlax': 3, 'Mewtwo': 3, 'Ho-Oh': 2}"
berryjuice40156,[Gen 2] UBERS,1,0,1,2024-04-09 01:06:39,2024-04-09 01:06:39,,,"{'Suicune': 1, 'Umbreon': 1, 'Crobat': 1, 'Furret': 1, 'Fearow': 1, 'Typhlosion': 1}"
berryjuice72737,[Gen 2] UBERS,3,2,1,2019-07-25 00:03:24,2019-07-25 00:31:26,,,"{'Celebi': 1, 'Mew': 1, 'Lugia': 2, 'Ho-Oh': 1, 'Snorlax': 3, 'Mewtwo': 3, 'Zapdos': 1, 'Steelix': 1, 'Cloyster': 1, 'Jolteon': 1, 'Tyranitar': 1}"
berryjuice86912,[Gen 2] UBERS,1,0,1,2018-04-28 14:17:19,2018-04-28 14:17:19,,,"{'Ampharos': 1, 'Nidoking': 1, 'Machamp': 1, 'Rhydon': 1, 'Wobbuffet': 1, 'Forretress': 1}"
berryjuice90743,[Gen 2] UBERS,1,0,1,2020-05-26 12:27:52,2020-05-26 12:27:52,,,"{'Mew': 1, 'Lugia': 1, 'Zapdos': 1, 'Steelix': 1, 'Mewtwo': 1}"
