name,format,played,wins,losses,first_played,last_played,lowest_rating,highest_rating,rating_list,pokemon_used
aeroblast89299,[Gen 4] NU,1,0,1,2024-05-21 20:18:35,2024-05-21 20:18:35,,,,"{'Sandslash': 1, 'Medicham': 1, 'Skuntank': 1, 'Tauros': 1, 'Slowking': 1, 'Magneton': 1}"
aerodactyl78201,[Gen 4] NU,1,0,1,2020-08-22 16:17:57,2020-08-22 16:17:57,,,,"{'Typhlosion': 1, 'Regirock': 1, 'Charizard': 1, 'Magmortar': 1, 'Hitmonchan': 1, 'Slowking': 1}"
aggron34190,[Gen 4] NU,1,0,1,2025-05-18 18:18:52,2025-05-18 18:18:52,,,,"{'Drifblim': 1, 'Gastrodon': 1, 'Regirock': 1, 'Skuntank': 1, 'Floatzel': 1, 'Gardevoir': 1}"
aggron60452,[Gen 4] NU,3,2,1,2017-11-24 23:45:21,2019-08-01 11:11:04,,,,"{'Sandslash': 2, 'Skuntank': 2, 'Floatzel': 2, 'Vileplume': 2, 'Gardevoir': 2, 'Medicham': 1, 'Nidoqueen': 1, 'Haunter': 1, 'Electrode': 1, 'Charizard': 1}"
agility97245,[Gen 4] NU,3,3,0,2024-09-03 11:42:46,2024-09-04 19:59:13,1000.0,1117.0,"[1045.0, 1000.0, 1117.0]","{'Magneton': 1, 'Charizard': 2, 'Cradily': 1, 'Dusclops': 1, 'Sandslash': 1, 'Poliwrath': 1, 'Tauros': 1, 'Jumpluff': 1, 'Grumpig': 1, 'Drifblim': 1, 'Pinsir': 1, 'Medicham': 1, 'Skuntank': 1, 'Floatzel': 1}"
aipom45424,[Gen 4] NU,1,1,0,2022-11-24 01:28:17,2022-11-24 01:28:17,,,,"{'Lickilicky': 1, 'Sableye': 1, 'Nidoqueen': 1, 'Floatzel': 1, 'Hitmonchan': 1, 'Cacturne': 1}"
airlock53868,[Gen 4] NU,1,0,1,2024-09-07 16:35:41,2024-09-07 16:35:41,1041.0,1041.0,[1041.0],"{'Charizard': 1, 'Skuntank': 1, 'Hitmonchan': 1, 'Slowking': 1, 'Manectric': 1, 'Cradily': 1}"
airslash47650,[Gen 4] NU,8,3,5,2019-05-24 22:42:02,2020-05-30 19:35:42,,,,"{'Drifblim': 2, 'Gastrodon': 1, 'Charizard': 4, 'Sandslash': 4, 'Kadabra': 3, 'Marowak': 2, 'Diglett': 1, 'Poliwrath': 3, 'Gligar': 3, 'Glalie': 1, 'Walrein': 1, 'Gardevoir': 2, 'Cradily': 2, 'Regirock': 1, 'Articuno': 1, 'Skuntank': 1, 'Hitmonchan': 1, 'Slowking': 2, 'Kingler': 2, 'Nidoqueen': 2, 'Shiftry': 1, 'Solrock': 1, 'Linoone': 1, 'Armaldo': 1, 'Tauros': 1, 'Manectric': 1}"
alakazammega8565,[Gen 4] NU,1,0,1,2019-08-02 01:14:15,2019-08-02 01:14:15,1000.0,1000.0,[1000.0],"{'Dusclops': 1, 'Slowking': 1, 'Bibarel': 1, 'Gligar': 1, 'Walrein': 1, 'Typhlosion': 1}"
alakazammega90732,[Gen 4] NU,1,0,1,2019-12-22 00:04:57,2019-12-22 00:04:57,,,,"{'Sneasel': 1, 'Regirock': 1, 'Charizard': 1, 'Lapras': 1, 'Hitmonchan': 1, 'Vileplume': 1}"
altaria32948,[Gen 4] NU,18,12,6,2016-10-10 17:32:45,2023-06-01 17:14:32,,,,"{'Lickilicky': 4, 'Regirock': 13, 'Articuno': 5, 'Sandslash': 11, 'Vileplume': 5, 'Slowking': 7, 'Charizard': 1, 'Sharpedo': 1, 'Ninetales': 1, 'Manectric': 1, 'Drifblim': 7, 'Floatzel': 5, 'Typhlosion': 5, 'Cacturne': 7, 'Meganium': 1, 'Skuntank': 5, 'Hitmonchan': 3, 'Venomoth': 1, 'Mantine': 2, 'Victreebel': 2, 'Medicham': 3, 'Gardevoir': 3, 'Torkoal': 2, 'Nidoqueen': 1, 'Wailord': 1, 'Tauros': 1, 'Haunter': 1, 'Gligar': 1}"
altaria42250,[Gen 4] NU,2,0,2,2024-09-02 04:15:25,2024-09-08 18:13:44,1009.0,1048.0,"[1009.0, 1048.0]","{'Regirock': 1, 'Nidoqueen': 1, 'Luxray': 2, 'Pinsir': 2, 'Slowking': 1, 'Crawdaunt': 1, 'Magmortar': 1, 'Gardevoir': 1, 'Cradily': 1}"
amnesia59700,[Gen 4] NU,1,1,0,2024-03-24 22:56:23,2024-03-24 22:56:23,,,,"{'Charizard': 1, 'Hitmonchan': 1, 'Sharpedo': 1}"
ampharos4668,[Gen 4] NU,1,0,1,2020-01-26 18:22:17,2020-01-26 18:22:17,,,,"{'Charizard': 1, 'Sandslash': 1, 'Poliwrath': 1, 'Glalie': 1, 'Jumpluff': 1, 'Grumpig': 1}"
angaskhanmega11936,[Gen 4] NU,1,1,0,2016-10-14 22:28:11,2016-10-14 22:28:11,,,,"{'Lickilicky': 1, 'Dusclops': 1, 'Roselia': 1, 'Gligar': 1, 'Slowking': 1}"
angaskhanmega61934,[Gen 4] NU,1,0,1,2020-07-21 23:15:42,2020-07-21 23:15:42,,,,"{'Octillery': 1, 'Solrock': 1, 'Mightyena': 1, 'Shelgon': 1, 'Gastly': 1, 'Kecleon': 1}"
angerpoint64785,[Gen 4] NU,1,1,0,2019-03-28 22:36:44,2019-03-28 22:36:44,,,,"{'Marowak': 1, 'Solrock': 1, 'Medicham': 1, 'Camerupt': 1, 'Tauros': 1, 'Gardevoir': 1}"
anorith5509,[Gen 4] NU,1,0,1,2020-07-08 13:43:54,2020-07-08 13:43:54,,,,"{'Wailord': 1, 'Charizard': 1, 'Meganium': 1, 'Mightyena': 1, 'Bastiodon': 1, 'Haunter': 1}"
anticipation62507,[Gen 4] NU,1,1,0,2024-01-25 00:51:43,2024-01-25 00:51:43,,,,"{'Regirock': 1, 'Articuno': 1, 'Sandslash': 1, 'Skuntank': 1, 'Hitmonchan': 1, 'Slowking': 1}"
apicotberry87068,[Gen 4] NU,4,3,1,2020-03-10 02:59:36,2020-04-07 00:46:33,,,,"{'Marowak': 2, 'Porygon2': 4, 'Monferno': 4, 'Misdreavus': 2, 'Cacturne': 4, 'Jynx': 3}"
aquajet2708,[Gen 4] NU,1,0,1,2018-06-09 01:23:47,2018-06-09 01:23:47,,,,"{'Onix': 1, 'Rapidash': 1, 'Purugly': 1, 'Metang': 1, 'Victreebel': 1, 'Tangela': 1}"
aquajet37110,[Gen 4] NU,3,1,2,2018-12-26 19:26:14,2020-07-15 18:50:14,,,,"{'Diglett': 2, 'Mightyena': 2, 'Bibarel': 2, 'Persian': 3, 'Fearow': 2, 'Gastly': 2, 'Exploud': 1, 'Swalot': 1, 'Chatot': 1, 'Solrock': 1, 'Tangela': 1}"
aquajet45104,[Gen 4] NU,1,0,1,2018-03-03 05:56:31,2018-03-03 05:56:31,,,,"{'Grotle': 1, 'Luxio': 1, 'Budew': 1}"
aquaring34502,[Gen 4] NU,3,2,1,2016-10-10 19:10:18,2016-10-30 18:20:35,,,,"{'Charizard': 2, 'Sandslash': 1, 'Skuntank': 2, 'Floatzel': 2, 'Vileplume': 1, 'Gardevoir': 1, 'Regirock': 1, 'Hitmonchan': 1, 'Ninetales': 1, 'Drifblim': 1, 'Tauros': 1, 'Rhydon': 1, 'Manectric': 1, 'Glalie': 1, 'Haunter': 1}"
aquatail12682,[Gen 4] NU,1,0,1,2019-08-08 16:15:23,2019-08-08 16:15:23,,,,"{'Jynx': 1, 'Magmortar': 1, 'Politoed': 1, 'Piloswine': 1, 'Haunter': 1, 'Magneton': 1}"
aquatail86650,[Gen 4] NU,1,0,1,2022-08-04 12:32:30,2022-08-04 12:32:30,,,,"{'Dusclops': 1, 'Nidoqueen': 1, 'Charizard': 1, 'Hitmonchan': 1, 'Slowking': 1, 'Cradily': 1}"
arbok25583,[Gen 4] NU,1,1,0,2024-08-20 06:16:24,2024-08-20 06:16:24,,,,"{'Jynx': 1, 'Floatzel': 1, 'Gligar': 1, 'Magneton': 1, 'Cacturne': 1}"
arbok56586,[Gen 4] NU,3,2,1,2020-01-16 07:08:19,2020-01-25 04:14:06,,,,"{'Pelipper': 1, 'Hitmonchan': 1, 'Granbull': 1, 'Golem': 1, 'Cradily': 1, 'Cacturne': 1, 'Armaldo': 2, 'Luxray': 2, 'Noctowl': 2, 'Lapras': 2, 'Camerupt': 2, 'Tauros': 2}"
arbok68656,[Gen 4] NU,1,0,1,2024-09-02 19:29:37,2024-09-02 19:29:37,1040.0,1040.0,[1040.0],"{'Armaldo': 1, 'Dusclops': 1, 'Medicham': 1, 'Regice': 1, 'Skuntank': 1, 'Gardevoir': 1}"
arcanine2352,[Gen 4] NU,2,0,2,2024-09-02 14:52:57,2024-09-02 15:03:25,1037.0,1053.0,"[1037.0, 1053.0]","{'Drifblim': 2, 'Rampardos': 2, 'Articuno': 2, 'Magmortar': 2, 'Lapras': 2, 'Regigigas': 2}"
arcanine61158,[Gen 4] NU,1,1,0,2018-12-06 20:11:32,2018-12-06 20:11:32,,,,"{'Zubat': 1, 'Budew': 1}"
arceusdark83109,[Gen 4] NU,2,1,1,2024-09-01 22:58:01,2024-09-01 23:11:25,,,,"{'Marowak': 2, 'Drifblim': 2, 'Regirock': 2, 'Skuntank': 2, 'Politoed': 1, 'Tauros': 2}"
arceusdragon51803,[Gen 4] NU,1,0,1,2016-10-05 22:29:00,2016-10-05 22:29:00,,,,"{'Typhlosion': 1, 'Shiftry': 1, 'Sandslash': 1, 'Floatzel': 1, 'Gardevoir': 1, 'Magcargo': 1}"
arceusfire87258,[Gen 4] NU,1,0,1,2018-06-17 22:12:18,2018-06-17 22:12:18,,,,"{'Lickilicky': 1, 'Drifblim': 1, 'Regirock': 1, 'Sharpedo': 1, 'Vileplume': 1, 'Gardevoir': 1}"
arceusgrass85156,[Gen 4] NU,1,0,1,2024-09-08 02:43:09,2024-09-08 02:43:09,1000.0,1000.0,[1000.0],"{'Muk': 1, 'Roselia': 1, 'Shuckle': 1, 'Monferno': 1, 'Gastrodon-East': 1}"
arceusice45612,[Gen 4] NU,6,3,3,2024-07-27 13:50:44,2024-08-03 10:02:08,,,,"{'Tangrowth': 2, 'Steelix': 4, 'Drapion': 4, 'Hitmonchan': 3, 'Slowking': 2, 'Manectric': 1, 'Charizard': 2, 'Slowbro': 2, 'Cloyster': 1, 'Shiftry': 2, 'Drifblim': 1, 'Regirock': 1, 'Medicham': 1, 'Electrode': 1, 'Relicanth': 1, 'Claydol': 1, 'Exeggutor': 1, 'Aggron': 1, 'Camerupt': 1, 'Lairon': 1, 'Tauros': 1}"
arceuspoison70483,[Gen 4] NU,1,1,0,2020-05-10 20:52:25,2020-05-10 20:52:25,,,,"{'Entei': 1, 'Dodrio': 1, 'Mantine': 1, 'Armaldo': 1, 'Espeon': 1, 'Tangela': 1}"
arceussteel49106,[Gen 4] NU,1,1,0,2020-05-29 03:41:22,2020-05-29 03:41:22,,,,"{'Jynx': 1, 'Magmortar': 1, 'Politoed': 1, 'Piloswine': 1, 'Haunter': 1, 'Magneton': 1}"
arceussteel79571,[Gen 4] NU,2,1,1,2019-08-20 22:13:34,2019-11-29 04:26:25,,,,"{'Dusclops': 1, 'Cradily': 1, 'Glaceon': 1, 'Camerupt': 2, 'Golem': 1, 'Magneton': 1, 'Metang': 1, 'Victreebel': 1, 'Machoke': 1, 'Electabuzz': 1, 'Kadabra': 1}"
arceussteel87907,[Gen 4] NU,1,0,1,2024-01-30 12:34:58,2024-01-30 12:34:58,,,,"{'Masquerain': 1, 'Articuno': 1, 'Luxray': 1, 'Gardevoir': 1, 'Manectric': 1, 'Yanma': 1}"
arceuswater5043,[Gen 4] NU,9,4,5,2024-09-06 13:58:37,2024-09-25 20:09:08,1037.0,1333.0,"[1193.0, 1037.0, 1333.0, 1120.0, 1139.0, 1200.0, 1123.0, 1111.0, 1156.0]","{'Jynx': 6, 'Regirock': 7, 'Hitmonchan': 6, 'Slowking': 2, 'Cacturne': 2, 'Skuntank': 3, 'Tauros': 6, 'Drifblim': 4, 'Manectric': 2, 'Charizard': 4, 'Kadabra': 1, 'Magneton': 1, 'Vileplume': 1, 'Haunter': 1, 'Sandslash': 1}"
arceuswater57688,[Gen 4] NU,3,1,2,2017-11-19 04:41:54,2018-06-28 20:20:09,,,,"{'Drifblim': 1, 'Regirock': 1, 'Skuntank': 1, 'Tauros': 1, 'Electrode': 1, 'Slowking': 1, 'Poliwrath': 2, 'Gligar': 2, 'Venomoth': 2, 'Gardevoir': 2, 'Haunter': 2, 'Magneton': 2}"
arenatrap65458,[Gen 4] NU,10,4,6,2017-11-21 14:49:40,2019-06-02 00:22:27,,,,"{'Shiftry': 4, 'Regirock': 9, 'Poliwrath': 1, 'Medicham': 1, 'Tauros': 5, 'Venomoth': 2, 'Rapidash': 1, 'Skuntank': 3, 'Gligar': 1, 'Slowking': 4, 'Typhlosion': 1, 'Charizard': 1, 'Hitmonchan': 1, 'Lickilicky': 3, 'Dusclops': 1, 'Sandslash': 3, 'Cacturne': 1, 'Sableye': 2, 'Politoed': 2, 'Vileplume': 2, 'Drifblim': 2, 'Sharpedo': 2, 'Gardevoir': 3, 'Camerupt': 1, 'Rhydon': 1, 'Haunter': 1, 'Jynx': 1, 'Granbull': 1}"
ariados65244,[Gen 4] NU,5,4,1,2021-06-05 16:05:12,2021-07-01 20:18:32,,,,"{'Charizard': 2, 'Sandslash': 3, 'Shiftry': 1, 'Drifblim': 1, 'Skuntank': 3, 'Hitmonchan': 2, 'Floatzel': 1, 'Rhydon': 1, 'Cradily': 2, 'Tauros': 1, 'Slowking': 2, 'Lickilicky': 1, 'Sableye': 1, 'Articuno': 1, 'Glalie': 1, 'Regirock': 1, 'Poliwrath': 1, 'Gardevoir': 1, 'Haunter': 1}"
armaldo62768,[Gen 4] NU,4,3,1,2024-03-22 00:33:51,2024-03-30 21:42:28,,,,"{'Dusclops': 3, 'Jynx': 4, 'Ampharos': 4, 'Charizard': 3, 'Glaceon': 4, 'Bastiodon': 4}"
armorfossil14514,[Gen 4] NU,1,0,1,2019-06-07 02:18:07,2019-06-07 02:18:07,,,,"{'Shiftry': 1, 'Regirock': 1, 'Victreebel': 1, 'Linoone': 1, 'Typhlosion': 1, 'Dragonair': 1}"
aromatherapy41444,[Gen 4] NU,1,0,1,2020-06-03 20:20:44,2020-06-03 20:20:44,,,,"{'Regirock': 1, 'Sharpedo': 1, 'Meganium': 1, 'Skuntank': 1, 'Medicham': 1, 'Gligar': 1}"
aron65039,[Gen 4] NU,1,1,0,2018-01-29 23:30:18,2018-01-29 23:30:18,,,,"{'Crawdaunt': 1, 'Lickilicky': 1, 'Sunflora': 1, 'Nidoqueen': 1, 'Camerupt': 1, 'Walrein': 1}"
aron7426,[Gen 4] NU,1,0,1,2024-09-13 13:21:27,2024-09-13 13:21:27,1000.0,1000.0,[1000.0],"{'Medicham': 1, 'Hitmonchan': 1, 'Gligar': 1, 'Tauros': 1, 'Hypno': 1, 'Magneton': 1}"
articuno96801,[Gen 4] NU,1,0,1,2024-09-08 19:40:52,2024-09-08 19:40:52,1000.0,1000.0,[1000.0],"{'Regirock': 1, 'Charizard': 1, 'Hitmonchan': 1, 'Piloswine': 1, 'Slowking': 1, 'Haunter': 1}"
astonish40164,[Gen 4] NU,1,1,0,2024-09-24 02:53:55,2024-09-24 02:53:55,,,,"{'Regirock': 1, 'Skuntank': 1, 'Magmortar': 1, 'Hitmonchan': 1, 'Whiscash': 1}"
astonish53323,[Gen 4] NU,1,0,1,2025-01-24 03:28:44,2025-01-24 03:28:44,,,,"{'Drifblim': 1, 'Sandslash': 1, 'Floatzel': 1, 'Ninetales': 1, 'Magneton': 1, 'Cacturne': 1}"
astonish64351,[Gen 4] NU,1,0,1,2019-02-08 12:58:36,2019-02-08 12:58:36,,,,"{'Armaldo': 1, 'Ampharos': 1, 'Glaceon': 1, 'Arbok': 1, 'Hitmonchan': 1, 'Cradily': 1}"
astonish72019,[Gen 4] NU,1,0,1,2020-07-26 19:37:42,2020-07-26 19:37:42,,,,"{'Jynx': 1, 'Regirock': 1, 'Tauros': 1, 'Slowking': 1, 'Manectric': 1, 'Haunter': 1}"
attackorder57994,[Gen 4] NU,2,0,2,2022-08-30 17:51:25,2022-08-30 17:58:53,,,,"{'Charizard': 1, 'Skuntank': 1, 'Floatzel': 1, 'Hitmonchan': 2, 'Rhydon': 1, 'Cradily': 1, 'Lickilicky': 1, 'Dusclops': 1, 'Nidoqueen': 1, 'Slowking': 1, 'Cacturne': 1}"
attackorder95627,[Gen 4] NU,1,1,0,2020-02-02 23:26:52,2020-02-02 23:26:52,,,,"{'Marowak': 1, 'Porygon2': 1, 'Gardevoir': 1, 'Charizard': 1, 'Solrock': 1, 'Slowking': 1}"
attract31504,[Gen 4] NU,9,6,3,2017-12-10 20:22:22,2018-07-29 23:58:40,,,,"{'Sableye': 2, 'Nidoqueen': 2, 'Gligar': 2, 'Slowking': 7, 'Cradily': 2, 'Kecleon': 2, 'Drifblim': 1, 'Regirock': 5, 'Gastrodon': 2, 'Linoone': 1, 'Glalie': 1, 'Haunter': 3, 'Articuno': 3, 'Sandslash': 5, 'Vileplume': 3, 'Jynx': 1, 'Manectric': 1, 'Charizard': 1, 'Skuntank': 1, 'Typhlosion': 1, 'Lickilicky': 1, 'Sneasel': 1, 'Diglett': 1, 'Lunatone': 1, 'Xatu': 1}"
attract79434,[Gen 4] NU,3,2,1,2023-02-23 00:38:40,2023-02-23 00:52:40,,,,"{'Marowak': 1, 'Drifblim': 1, 'Regirock': 3, 'Skuntank': 3, 'Tauros': 2, 'Politoed': 1, 'Dodrio': 1, 'Charizard': 1, 'Slowking': 2, 'Ampharos': 1, 'Gligar': 1, 'Vileplume': 1}"
aurasphere75050,[Gen 4] NU,1,0,1,2024-09-08 20:11:57,2024-09-08 20:11:57,1058.0,1058.0,[1058.0],"{'Porygon2': 1, 'Sableye': 1, 'Sandslash': 1, 'Skuntank': 1, 'Poliwrath': 1, 'Manectric': 1}"
aurorabeam43750,[Gen 4] NU,3,2,1,2018-04-16 01:44:39,2018-04-16 01:56:51,,,,"{'Slowking': 2, 'Nidoqueen': 2, 'Floatzel': 1, 'Muk': 1, 'Drifblim': 1, 'Tauros': 1, 'Rhydon': 1, 'Manectric': 1, 'Glalie': 1, 'Haunter': 1, 'Typhlosion': 1, 'Skuntank': 1, 'Hitmonchan': 1, 'Gardevoir': 1}"
aurorabeam9548,[Gen 4] NU,1,1,0,2019-09-08 17:59:16,2019-09-08 17:59:16,,,,"{'Shiftry': 1, 'Gardevoir': 1, 'Poliwrath': 1, 'Golem': 1, 'Typhlosion': 1, 'Haunter': 1}"
avalanche73264,[Gen 4] NU,2,2,0,2018-05-06 17:14:09,2018-05-28 00:04:17,,,,"{'Lickilicky': 1, 'Dusclops': 1, 'Nidoqueen': 1, 'Hitmonchan': 2, 'Slowking': 1, 'Cacturne': 1, 'Drifblim': 1, 'Regirock': 1, 'Gastrodon-East': 1, 'Skuntank': 1, 'Gardevoir': 1}"
azelf4592,[Gen 4] NU,1,1,0,2024-09-09 22:41:38,2024-09-09 22:41:38,1049.0,1049.0,[1049.0],"{'Octillery': 1, 'Articuno': 1, 'Zangoose': 1, 'Magmortar': 1, 'Chimecho': 1, 'Carnivine': 1}"
azelf79981,[Gen 4] NU,1,1,0,2020-07-19 19:27:42,2020-07-19 19:27:42,,,,"{'Regirock': 1, 'Charizard': 1, 'Hitmonchan': 1, 'Tauros': 1, 'Gardevoir': 1}"
azumarill79029,[Gen 4] NU,1,1,0,2022-12-11 22:47:33,2022-12-11 22:47:33,,,,"{'Lickilicky': 1, 'Sableye': 1, 'Regirock': 1, 'Sandslash': 1, 'Politoed': 1, 'Vileplume': 1}"
baddreams11257,[Gen 4] NU,1,0,1,2020-01-02 20:52:36,2020-01-02 20:52:36,,,,"{'Jynx': 1, 'Regirock': 1, 'Tauros': 1, 'Slowking': 1, 'Manectric': 1, 'Haunter': 1}"
baddreams53669,[Gen 4] NU,1,1,0,2021-11-22 20:58:49,2021-11-22 20:58:49,,,,"{'Drifblim': 1, 'Charizard': 1, 'Hitmonchan': 1, 'Venomoth': 1, 'Slowking': 1, 'Cradily': 1}"
barboach16850,[Gen 4] NU,3,3,0,2016-10-12 21:19:00,2016-10-12 21:32:01,,,,"{'Jynx': 3, 'Meganium': 3, 'Magmortar': 3, 'Tauros': 2, 'Probopass': 2, 'Medicham': 2}"
barrier90479,[Gen 4] NU,2,1,1,2024-09-04 18:04:30,2024-09-04 18:09:13,,,,"{'Jynx': 2, 'Regirock': 2, 'Tauros': 2, 'Politoed': 1, 'Vileplume': 1, 'Haunter': 2, 'Slowking': 1, 'Manectric': 1}"
batonpass29222,[Gen 4] NU,5,2,3,2021-05-26 20:13:35,2022-01-12 20:18:31,,,,"{'Shiftry': 3, 'Regirock': 4, 'Medicham': 1, 'Skuntank': 3, 'Hitmonchan': 2, 'Slowking': 4, 'Drifblim': 2, 'Venomoth': 1, 'Ninetales': 1, 'Charizard': 2, 'Sandslash': 2, 'Tauros': 1, 'Cradily': 1, 'Victreebel': 1, 'Glalie': 1, 'Haunter': 1}"
batonpass8026,[Gen 4] NU,1,1,0,2019-06-20 18:50:39,2019-06-20 18:50:39,,,,"{'Quagsire': 1, 'Dusclops': 1, 'Wartortle': 1, 'Flareon': 1, 'Lairon': 1, 'Tangela': 1}"
bayleef26822,[Gen 4] NU,3,1,2,2019-07-24 00:15:12,2019-08-25 18:50:43,,,,"{'Sneasel': 2, 'Regirock': 3, 'Charizard': 3, 'Lapras': 2, 'Hitmonchan': 2, 'Vileplume': 2, 'Slowking': 1, 'Tauros': 1}"
beedrill11673,[Gen 4] NU,2,0,2,2018-07-30 00:00:15,2018-09-20 19:39:11,,,,"{'Charizard': 2, 'Sandslash': 2, 'Skuntank': 2, 'Floatzel': 2, 'Vileplume': 2, 'Gardevoir': 2}"
beedrill84199,[Gen 4] NU,1,0,1,2024-09-04 03:34:29,2024-09-04 03:34:29,1032.0,1032.0,[1032.0],"{'Marowak': 1, 'Sneasel': 1, 'Dusclops': 1, 'Octillery': 1, 'Rapidash': 1, 'Meganium': 1}"
bellsprout50134,[Gen 4] NU,1,0,1,2024-09-17 23:15:02,2024-09-17 23:15:02,1000.0,1000.0,[1000.0],"{'Regirock': 1, 'Poliwrath': 1, 'Gardevoir': 1, 'Haunter': 1, 'Magneton': 1, 'Cacturne': 1}"
