name,format,played,wins,losses,first_played,last_played,lowest_rating,highest_rating,pokemon_used
aircutter66730,[Gen 3] UBERS,1,0,1,2024-10-24 21:44:33,2024-10-24 21:44:33,1000.0,1000.0,"{'Lugia': 1, 'Rayquaza': 1, 'Mewtwo': 1, 'Deoxys-Attack': 1, 'Wobbuffet': 1, 'Latias': 1}"
aircutter73071,[Gen 3] UBERS,1,0,1,2022-07-24 19:32:20,2022-07-24 19:32:20,,,"{'Omastar': 1, 'Ampharos': 1, 'Kangaskhan': 1, 'Tentacruel': 1, 'Haunter': 1}"
aircutter82404,[Gen 3] UBERS,1,1,0,2024-04-25 00:34:48,2024-04-25 00:34:48,,,"{'Metagross': 1, 'Mew': 1, 'Latios': 1, 'Snorlax': 1, 'Groudon': 1, 'Deoxys-Attack': 1}"
airlock63735,[Gen 3] UBERS,2,1,1,2016-09-18 10:42:19,2016-09-24 15:39:20,1000.0,1000.0,"{'Metagross': 1, 'Latios': 2, 'Exeggutor': 1, 'Mewtwo': 1, 'Groudon': 1, 'Latias': 1}"
airslash33757,[Gen 3] UBERS,2,1,1,2018-07-28 23:32:45,2018-07-28 23:46:07,,,"{'Rapidash': 1, 'Medicham': 2, 'Hitmonchan': 2, 'Blaziken': 2, 'Magneton': 1, 'Slaking': 2, 'Mewtwo': 1, 'Dragonite': 1}"
airslash40515,[Gen 3] UBERS,1,0,1,2019-08-15 02:19:36,2019-08-15 02:19:36,,,"{'Omastar': 1, 'Blissey': 1, 'Jirachi': 1, 'Latios': 1, 'Deoxys-Attack': 1, 'Kyogre': 1}"
airslash46084,[Gen 3] UBERS,1,0,1,2016-12-29 16:38:53,2016-12-29 16:38:53,,,"{'Lugia': 1, 'Ho-Oh': 1, 'Rayquaza': 1, 'Mewtwo': 1, 'Deoxys-Attack': 1, 'Kyogre': 1}"
airslash77220,[Gen 3] UBERS,1,0,1,2020-08-11 01:23:18,2020-08-11 01:23:18,1000.0,1000.0,"{'Mew': 1, 'Mewtwo': 1, 'Salamence': 1, 'Milotic': 1, 'Deoxys-Defense': 1, 'Kyogre': 1}"
alakazam16124,[Gen 3] UBERS,1,0,1,2020-07-23 19:10:42,2020-07-23 19:10:42,,,"{'Linoone': 1, 'Plusle': 1, 'Pelipper': 1}"
alakazam42472,[Gen 3] UBERS,1,0,1,2015-04-09 19:23:21,2015-04-09 19:23:21,,,"{'Gengar': 1, 'Jirachi': 1, 'Mewtwo': 1, 'Deoxys-Attack': 1, 'Latias': 1, 'Kyogre': 1}"
alakazam48613,[Gen 3] UBERS,1,1,0,2020-04-25 19:16:55,2020-04-25 19:16:55,,,"{'Lugia': 1, 'Ho-Oh': 1, 'Rayquaza': 1, 'Groudon': 1, 'Kyogre': 1}"
alakazam57294,[Gen 3] UBERS,11,6,5,2020-11-06 23:18:23,2023-10-14 21:47:54,,,"{'Mew': 3, 'Latios': 8, 'Snorlax': 4, 'Aerodactyl': 2, 'Groudon': 9, 'Deoxys-Attack': 7, 'Metagross': 6, 'Kyogre': 4, 'Lugia': 2, 'Ho-Oh': 3, 'Blissey': 1, 'Forretress': 2, 'Exeggutor': 1, 'Mewtwo': 1, 'Dugtrio': 1, 'Latias': 1}"
alakazam74293,[Gen 3] UBERS,3,1,2,2017-09-19 20:25:21,2017-09-19 20:31:59,,,"{'Metagross': 3, 'Mew': 2, 'Latios': 3, 'Rayquaza': 2, 'Mewtwo': 2, 'Deoxys-Attack': 3, 'Umbreon': 1, 'Groudon': 1, 'Kyogre': 1}"
alakazam8068,[Gen 3] UBERS,8,2,6,2023-04-01 01:05:53,2024-01-23 01:55:08,,,"{'Lugia': 5, 'Ho-Oh': 6, 'Snorlax': 6, 'Groudon': 7, 'Latias': 5, 'Forretress': 7, 'Mew': 2, 'Rayquaza': 2, 'Kyogre': 2, 'Blissey': 1, 'Victreebel': 1, 'Deoxys-Attack': 1, 'Magneton': 1}"
alakazammega11222,[Gen 3] UBERS,1,1,0,2016-10-05 05:52:01,2016-10-05 05:52:01,,,"{'Gengar': 1, 'Dewgong': 1, 'Clefable': 1, 'Parasect': 1, 'Hitmonchan': 1, 'Golem': 1}"
alakazammega2287,[Gen 3] UBERS,1,0,1,2020-07-23 01:41:55,2020-07-23 01:41:55,,,"{'Lugia': 1, 'Rayquaza': 1, 'Mewtwo': 1, 'Groudon': 1, 'Deoxys-Defense': 1, 'Kyogre': 1}"
alakazammega23251,[Gen 3] UBERS,12,6,6,2019-06-08 04:34:23,2021-11-16 21:57:37,,,"{'Metagross': 2, 'Blissey': 7, 'Lugia': 6, 'Snorlax': 3, 'Latias': 7, 'Forretress': 4, 'Latios': 4, 'Aerodactyl': 3, 'Groudon': 6, 'Mewtwo': 5, 'Deoxys-Attack': 4, 'Jirachi': 1, 'Skarmory': 1, 'Tyranitar': 1, 'Ho-Oh': 4, 'Deoxys-Defense': 5, 'Kyogre': 4, 'Shiftry': 1, 'Smeargle': 1, 'Wobbuffet': 1}"
alakazammega30802,[Gen 3] UBERS,4,2,2,2021-03-21 10:06:13,2023-12-08 20:18:03,,,"{'Omastar': 3, 'Charizard': 3, 'Nidoking': 2, 'Zapdos': 3, 'Lapras': 2, 'Alakazam': 3, 'Dusclops': 1, 'Raikou': 1, 'Poliwrath': 1, 'Donphan': 1, 'Aerodactyl': 1, 'Dragonite': 1, 'Breloom': 2}"
alakazammega81122,[Gen 3] UBERS,9,9,0,2020-08-03 04:50:39,2020-08-20 02:33:42,1027.0,1176.0,"{'Latios': 6, 'Ho-Oh': 5, 'Snorlax': 7, 'Groudon': 6, 'Mewtwo': 7, 'Deoxys-Attack': 6, 'Rayquaza': 1, 'Latias': 1, 'Kyogre': 2, 'Mr. Mime': 2, 'Umbreon': 2, 'Ninjask': 2, 'Smeargle': 2, 'Omastar': 1, 'Vaporeon': 1}"
alakazammega8565,[Gen 3] UBERS,1,0,1,2019-07-21 02:38:52,2019-07-21 02:38:52,,,"{'Metagross': 1, 'Ludicolo': 1, 'Tauros': 1, 'Dragonite': 1, 'Latias': 1, 'Kyogre': 1}"
altaria32948,[Gen 3] UBERS,22,10,12,2017-06-11 15:52:26,2022-08-10 14:14:55,,,"{'Metagross': 10, 'Mew': 4, 'Latios': 11, 'Rayquaza': 5, 'Mewtwo': 5, 'Deoxys-Attack': 9, 'Scyther': 2, 'Kangaskhan': 4, 'Solrock': 2, 'Tentacruel': 2, 'Granbull': 1, 'Lanturn': 2, 'Blissey': 8, 'Lugia': 6, 'Ho-Oh': 3, 'Groudon': 5, 'Forretress': 7, 'Deoxys-Defense': 4, 'Kyogre': 8, 'Gengar': 2, 'Skarmory': 1, 'Latias': 4, 'Smeargle': 3, 'Aerodactyl': 3, 'Electrode': 1, 'Golem': 1, 'Pikachu': 1, 'Qwilfish': 1, 'Swellow': 1, 'Ampharos': 1, 'Gligar': 1, 'Slowking': 1, 'Cradily': 1, 'Wobbuffet': 1, 'Claydol': 1, 'Magneton': 1, 'Ludicolo': 3, 'Omastar': 2, 'Steelix': 1, 'Regice': 1, 'Arcanine': 1}"
altaria61563,[Gen 3] UBERS,1,1,0,2019-05-17 21:20:32,2019-05-17 21:20:32,,,"{'Blissey': 1, 'Lugia': 1, 'Groudon': 1, 'Forretress': 1, 'Magneton': 1}"
altaria70854,[Gen 3] UBERS,1,0,1,2022-07-10 18:48:34,2022-07-10 18:48:34,,,"{'Kabutops': 1, 'Latios': 1, 'Heracross': 1, 'Snorlax': 1, 'Forretress': 1, 'Kyogre': 1}"
ambipom10605,[Gen 3] UBERS,3,1,2,2015-05-11 20:18:26,2015-05-11 20:41:47,,,"{'Latios': 2, 'Lugia': 1, 'Snorlax': 1, 'Rayquaza': 2, 'Forretress': 3, 'Kyogre': 2, 'Shedinja': 1, 'Ho-Oh': 1, 'Groudon': 1, 'Magneton': 1, 'Omastar': 1, 'Blissey': 1, 'Latias': 1}"
ambipom12639,[Gen 3] UBERS,7,4,3,2016-09-28 21:37:30,2021-04-04 07:02:56,,,"{'Gengar': 2, 'Cloyster': 2, 'Mr. Mime': 1, 'Marowak': 2, 'Ninjask': 2, 'Lanturn': 2, 'Porygon2': 5, 'Lapras': 2, 'Alakazam': 5, 'Salamence': 5, 'Forretress': 5, 'Hariyama': 4, 'Medicham': 1, 'Misdreavus': 2, 'Houndoom': 1, 'Venusaur': 1}"
ambipom61085,[Gen 3] UBERS,1,0,1,2024-01-21 22:28:57,2024-01-21 22:28:57,,,"{'Blissey': 1, 'Lugia': 1, 'Latias': 1, 'Deoxys-Defense': 1, 'Forretress': 1, 'Kyogre': 1}"
ambipom76501,[Gen 3] UBERS,2,2,0,2020-03-22 14:40:50,2020-03-22 15:02:11,,,"{'Omastar': 1, 'Latios': 2, 'Steelix': 1, 'Regice': 1, 'Deoxys-Attack': 2, 'Kyogre': 2, 'Blissey': 1, 'Rayquaza': 1, 'Groudon': 1}"
amnesia25800,[Gen 3] UBERS,5,4,1,2020-08-02 17:38:24,2020-08-29 19:44:51,,,"{'Omastar': 1, 'Latios': 1, 'Regice': 1, 'Steelix': 1, 'Deoxys-Attack': 1, 'Kyogre': 1, 'Blissey': 2, 'Regirock': 2, 'Ho-Oh': 3, 'Groudon': 4, 'Forretress': 2, 'Snorlax': 2, 'Mewtwo': 2, 'Latias': 2, 'Shiftry': 1}"
amnesia39532,[Gen 3] UBERS,1,1,0,2025-01-18 16:40:44,2025-01-18 16:40:44,,,"{'Astrolotl': 1, 'Vikavolt': 1, 'Cresceidon': 1, 'Liepard': 1, 'Swampert': 1, 'Toedscruel': 1}"
amnesia63682,[Gen 3] UBERS,3,1,2,2024-05-16 19:25:48,2024-05-18 16:48:22,,,"{'Gengar': 2, 'Jolteon': 3, 'Charizard': 2, 'Porygon': 3, 'Dragonite': 3, 'Gyarados': 3}"
ampharos23037,[Gen 3] UBERS,1,0,1,2024-10-30 10:40:53,2024-10-30 10:40:53,,,"{'Skarmory': 1, 'Ho-Oh': 1, 'Steelix': 1, 'Aerodactyl': 1, 'Deoxys-Defense': 1, 'Magmar': 1}"
ampharos70794,[Gen 3] UBERS,7,6,1,2017-08-16 12:05:06,2020-06-20 21:09:13,,,"{'Cloyster': 2, 'Clefable': 1, 'Charizard': 2, 'Nidoking': 2, 'Lapras': 2, 'Electabuzz': 2, 'Starmie': 3, 'Tyranitar': 1, 'Steelix': 1, 'Hypno': 2, 'Weezing': 1, 'Magneton': 3, 'Mankey': 1, 'Raticate': 1, 'Beedrill': 1, 'Ivysaur': 1, 'Butterfree': 1, 'Pidgeotto': 1, 'Dugtrio': 1, 'Jynx': 2, 'Persian': 1, 'Altaria': 1, 'Metagross': 1, 'Sceptile': 1, 'Wobbuffet': 1, 'Slaking': 1, 'Dodrio': 1, 'Electrode': 1, 'Golem': 1}"
ampharos73238,[Gen 3] UBERS,1,0,1,2024-09-19 19:14:58,2024-09-19 19:14:58,,,"{'Metagross': 1, 'Latios': 1, 'Snorlax': 1, 'Groudon': 1, 'Kyogre': 1}"
ampharos94643,[Gen 3] UBERS,2,1,1,2025-05-17 19:38:28,2025-05-26 18:59:55,,,"{'Cloyster': 1, 'Sableye': 2, 'Raticate': 2, 'Gardevoir': 1, 'Gligar': 1, 'Pikachu': 1, 'Breloom': 1}"
ancientpower92683,[Gen 3] UBERS,1,1,0,2019-02-04 01:27:06,2019-02-04 01:27:06,,,"{'Dodrio': 1, 'Golem': 1, 'Alakazam': 1, 'Vaporeon': 1}"
