name,format,played,wins,losses,first_played,last_played,lowest_rating,highest_rating,pokemon_used
aggron77866,[Gen 3] NU,1,0,1,2023-12-23 22:08:50,2023-12-23 22:08:50,,,"{'Huntail': 1, 'Chimecho': 1, 'Volbeat': 1, 'Pupitar': 1, 'Pikachu': 1, 'Haunter': 1}"
aguavberry44680,[Gen 3] NU,5,4,1,2020-02-12 21:03:03,2020-02-13 04:00:42,,,"{'Furret': 5, 'Minun': 5, 'Lairon': 3, 'Sealeo': 3, 'Dragonair': 2, 'Tentacool': 1, 'Mightyena': 1, 'Duskull': 1, 'Grovyle': 1, 'Gastly': 1, 'Yanma': 1, 'Charmeleon': 2}"
airlock42451,[Gen 3] NU,1,1,0,2024-09-29 04:18:48,2024-09-29 04:18:48,,,"{'Sableye': 1, 'Metang': 1, 'Chimecho': 1, 'Pikachu': 1, 'Glalie': 1}"
airslash47650,[Gen 3] NU,14,9,5,2024-01-07 22:38:05,2025-05-18 19:45:34,,,"{'Golbat': 4, 'Wailord': 9, 'Bellossom': 7, 'Metang': 7, 'Glalie': 12, 'Mightyena': 1, 'Hitmonchan': 7, 'Torkoal': 3, 'Pidgeot': 1, 'Huntail': 1, 'Plusle': 2, 'Seadra': 1, 'Flareon': 2, 'Pikachu': 1, 'Octillery': 2, 'Pupitar': 2, 'Chimecho': 4, 'Sableye': 2, 'Roselia': 2, 'Kecleon': 1, 'Crawdaunt': 1, 'Trapinch': 1, 'Minun': 1, 'Haunter': 2, 'Whiscash': 1, 'Sudowoodo': 1, 'Shuckle': 1}"
alakazammega8565,[Gen 3] NU,5,1,4,2016-09-03 23:03:21,2020-01-25 06:04:44,,,"{'Dewgong': 5, 'Delibird': 3, 'Flareon': 5, 'Sudowoodo': 5, 'Pupitar': 4, 'Torkoal': 4, 'Tropius': 1, 'Machoke': 1, 'Dragonair': 1, 'Wartortle': 1}"
altaria32948,[Gen 3] NU,11,6,5,2019-06-09 21:01:33,2022-10-26 22:28:45,,,"{'Diglett': 3, 'Bellossom': 4, 'Roselia': 7, 'Chimecho': 6, 'Flareon': 2, 'Mawile': 4, 'Sableye': 1, 'Wailord': 3, 'Hitmonchan': 1, 'Haunter': 8, 'Pelipper': 1, 'Relicanth': 2, 'Kecleon': 1, 'Cacturne': 1, 'Dewgong': 5, 'Metang': 5, 'Sudowoodo': 5, 'Glalie': 1, 'Torkoal': 1, 'Golbat': 1}"
altaria46870,[Gen 3] NU,1,1,0,2024-04-15 22:12:37,2024-04-15 22:12:37,,,"{'Crawdaunt': 1, 'Wailord': 1, 'Roselia': 1, 'Metang': 1, 'Murkrow': 1, 'Haunter': 1}"
ampharos34384,[Gen 3] NU,1,0,1,2024-12-30 19:31:53,2024-12-30 19:31:53,,,"{'Octillery': 1, 'Metang': 1, 'Haunter': 1, 'Arbok': 1, 'Glalie': 1, 'Torkoal': 1}"
ampharos46412,[Gen 3] NU,1,1,0,2020-02-06 03:25:56,2020-02-06 03:25:56,,,"{'Mawile': 1, 'Roselia': 1, 'Haunter': 1, 'Wailord': 1}"
angerpoint26450,[Gen 3] NU,1,0,1,2019-02-07 02:01:09,2019-02-07 02:01:09,,,"{'Pidgeot': 1, 'Roselia': 1, 'Chimecho': 1, 'Hitmonchan': 1, 'Magcargo': 1}"
angerpoint64785,[Gen 3] NU,1,0,1,2019-04-08 22:40:41,2019-04-08 22:40:41,,,"{'Glalie': 1, 'Hitmonchan': 1}"
anorith12301,[Gen 3] NU,1,0,1,2020-06-10 11:48:01,2020-06-10 11:48:01,,,"{'Kingler': 1, 'Golbat': 1, 'Torkoal': 1, 'Mawile': 1, 'Vigoroth': 1, 'Cacturne': 1}"
anorith51626,[Gen 3] NU,6,6,0,2020-06-18 00:23:51,2020-06-18 17:43:06,1000.0,1033.0,"{'Dewgong': 2, 'Raticate': 5, 'Metang': 3, 'Arbok': 4, 'Flareon': 4, 'Yanma': 3, 'Chimecho': 2, 'Glalie': 2, 'Bellossom': 2, 'Haunter': 1}"
anorith92954,[Gen 3] NU,3,3,0,2020-05-08 21:55:56,2020-05-15 02:58:04,,,"{'Bayleef': 2, 'Staryu': 1, 'Meowth': 2, 'Natu': 2, 'Metang': 1, 'Doduo': 1, 'Machoke': 1, 'Grovyle': 1, 'Sealeo': 1, 'Drowzee': 1}"
apicotberry53681,[Gen 3] NU,1,0,1,2019-07-13 22:55:15,2019-07-13 22:55:15,,,"{'Pelipper': 1, 'Sableye': 1, 'Roselia': 1, 'Hitmonchan': 1, 'Flareon': 1, 'Mawile': 1}"
arbok82131,[Gen 3] NU,1,1,0,2019-06-09 03:23:08,2019-06-09 03:23:08,,,"{'Relicanth': 1, 'Bellossom': 1, 'Castform': 1, 'Togetic': 1, 'Hitmonchan': 1, 'Pikachu': 1}"
arcanine30320,[Gen 3] NU,1,0,1,2020-06-07 20:01:30,2020-06-07 20:01:30,,,"{'Hitmonchan': 1, 'Sableye': 1}"
arceus74773,[Gen 3] NU,1,1,0,2019-11-22 02:15:08,2019-11-22 02:15:08,,,"{'Kingler': 1, 'Raticate': 1, 'Metang': 1, 'Dunsparce': 1, 'Flareon': 1, 'Tangela': 1}"
arceusbug11328,[Gen 3] NU,1,1,0,2019-10-08 06:10:02,2019-10-08 06:10:02,,,"{'Kingler': 1, 'Wailord': 1, 'Roselia': 1, 'Arbok': 1, 'Butterfree': 1, 'Cacturne': 1}"
arceusdragon51803,[Gen 3] NU,12,11,1,2016-09-07 17:40:13,2016-09-23 19:27:35,1309.0,1309.0,"{'Swalot': 6, 'Relicanth': 9, 'Pelipper': 4, 'Pidgeot': 9, 'Glalie': 6, 'Haunter': 9, 'Pikachu': 5, 'Cacturne': 2, 'Bellossom': 3, 'Crawdaunt': 1, 'Shelgon': 1}"
arceusghost75700,[Gen 3] NU,1,0,1,2024-05-25 18:15:49,2024-05-25 18:15:49,,,"{'Bellossom': 1, 'Huntail': 1, 'Flareon': 1, 'Pupitar': 1, 'Murkrow': 1, 'Glalie': 1}"
arceusice601,[Gen 3] NU,2,2,0,2020-07-01 06:17:46,2020-07-01 06:34:36,,,"{'Pikachu': 2, 'Hitmonchan': 2, 'Sableye': 2, 'Kecleon': 2, 'Sudowoodo': 1}"
arceussteel79571,[Gen 3] NU,3,2,1,2019-11-28 01:38:31,2020-01-02 03:04:03,,,"{'Diglett': 1, 'Abra': 1, 'Meowth': 1, 'Doduo': 1, 'Porygon': 1, 'Larvitar': 1, 'Roselia': 1, 'Haunter': 2, 'Golbat': 1, 'Hitmonchan': 2, 'Kingler': 1, 'Pidgeot': 1, 'Mightyena': 1}"
arceussteel87907,[Gen 3] NU,1,1,0,2024-02-11 11:02:05,2024-02-11 11:02:05,,,"{'Seadra': 1, 'Bellossom': 1, 'Chimecho': 1, 'Hitmonchan': 1, 'Glalie': 1, 'Kecleon': 1}"
arenatrap65458,[Gen 3] NU,5,2,3,2020-03-27 20:57:02,2020-04-03 17:34:20,,,"{'Golbat': 2, 'Bellossom': 2, 'Wailord': 2, 'Chimecho': 4, 'Glalie': 3, 'Graveler': 2, 'Seadra': 1, 'Hitmonchan': 2, 'Tangela': 1, 'Charmeleon': 1, 'Haunter': 1, 'Kecleon': 1, 'Cacturne': 1, 'Dewgong': 1, 'Roselia': 1, 'Metang': 1, 'Flareon': 1, 'Whiscash': 1}"
ariados15495,[Gen 3] NU,1,1,0,2019-07-29 18:49:28,2019-07-29 18:49:28,,,"{'Seadra': 1, 'Dewgong': 1, 'Hitmonchan': 1, 'Murkrow': 1, 'Vigoroth': 1}"
armaldo22095,[Gen 3] NU,1,1,0,2024-04-03 07:00:01,2024-04-03 07:00:01,,,"{'Flareon': 1, 'Wailord': 1}"
armaldo95847,[Gen 3] NU,1,0,1,2019-03-18 04:13:59,2019-03-18 04:13:59,,,"{'Pidgeot': 1, 'Roselia': 1, 'Chimecho': 1, 'Hitmonchan': 1, 'Seaking': 1, 'Magcargo': 1}"
armthrust56850,[Gen 3] NU,1,0,1,2022-01-09 19:10:25,2022-01-09 19:10:25,,,"{'Torkoal': 1, 'Wailord': 1, 'Metang': 1, 'Plusle': 1, 'Glalie': 1, 'Haunter': 1}"
armthrust82899,[Gen 3] NU,1,0,1,2016-09-02 20:48:22,2016-09-02 20:48:22,,,"{'Dewgong': 1, 'Haunter': 1, 'Chimecho': 1, 'Sudowoodo': 1, 'Tangela': 1, 'Shelgon': 1}"
aron7426,[Gen 3] NU,2,1,1,2024-02-22 17:01:05,2024-05-20 21:03:32,,,"{'Sableye': 1, 'Bellossom': 1, 'Furret': 1, 'Flareon': 1, 'Pikachu': 1, 'Haunter': 1, 'Octillery': 1, 'Roselia': 1, 'Metang': 1, 'Chimecho': 1, 'Pupitar': 1, 'Murkrow': 1}"
articuno75579,[Gen 3] NU,1,1,0,2023-03-04 02:20:43,2023-03-04 02:20:43,,,"{'Sableye': 1, 'Chimecho': 1, 'Hitmonchan': 1, 'Lickitung': 1, 'Whiscash': 1, 'Glalie': 1}"
astonish32045,[Gen 3] NU,2,0,2,2022-12-03 19:38:50,2022-12-03 19:46:32,,,"{'Ledian': 1, 'Chinchou': 1, 'Omanyte': 2, 'Furret': 1, 'Seviper': 1, 'Minun': 1, 'Marshtomp': 1, 'Wartortle': 1, 'Grovyle': 1, 'Combusken': 1, 'Lickitung': 1}"
astonish72019,[Gen 3] NU,1,1,0,2020-07-26 19:01:28,2020-07-26 19:01:28,,,"{'Sableye': 1, 'Dewgong': 1, 'Lileep': 1, 'Chimecho': 1, 'Hitmonchan': 1}"
attract79434,[Gen 3] NU,2,0,2,2022-09-01 21:39:56,2022-09-01 21:43:44,,,"{'Abra': 2, 'Wailord': 2, 'Chimecho': 2, 'Flareon': 2, 'Glalie': 2, 'Haunter': 2}"
attract90356,[Gen 3] NU,3,1,2,2019-03-11 03:03:18,2019-05-30 20:41:27,,,"{'Kecleon': 2, 'Seadra': 2, 'Metang': 2, 'Pupitar': 2, 'Pikachu': 2, 'Yanma': 2, 'Octillery': 1, 'Raticate': 1, 'Wigglytuff': 1, 'Huntail': 1, 'Dunsparce': 1, 'Zigzagoon': 1}"
aurasphere19230,[Gen 3] NU,1,1,0,2025-04-06 13:29:17,2025-04-06 13:29:17,,,"{'Octillery': 1, 'Metang': 1, 'Arbok': 1, 'Flareon': 1, 'Glalie': 1}"
aurorabeam16745,[Gen 3] NU,1,0,1,2024-04-15 22:20:22,2024-04-15 22:20:22,,,"{'Crawdaunt': 1, 'Diglett': 1, 'Pidgeot': 1, 'Raticate': 1, 'Whiscash': 1, 'Glalie': 1}"
aurorabeam59639,[Gen 3] NU,2,0,2,2020-06-24 20:27:11,2020-08-12 20:09:30,,,"{'Roselia': 2, 'Shedinja': 2, 'Wigglytuff': 2, 'Flareon': 2, 'Hitmonchan': 2, 'Yanma': 2}"
aurorabeam9548,[Gen 3] NU,1,0,1,2019-09-08 18:05:16,2019-09-08 18:05:16,,,"{'Wailord': 1, 'Metang': 1, 'Plusle': 1, 'Flareon': 1, 'Glalie': 1, 'Haunter': 1}"
avalanche29345,[Gen 3] NU,2,0,2,2019-07-01 20:40:22,2019-10-06 21:30:13,,,"{'Dustox': 1, 'Chinchou': 1, 'Pineco': 1, 'Delcatty': 1, 'Bayleef': 1, 'Nosepass': 1, 'Pelipper': 1, 'Sableye': 1, 'Roselia': 1, 'Flareon': 1, 'Hitmonchan': 1, 'Mawile': 1}"
avalanche8188,[Gen 3] NU,2,1,1,2019-04-07 20:26:41,2019-04-07 20:44:47,,,"{'Anorith': 1, 'Lombre': 1, 'Beedrill': 1, 'Aipom': 1, 'Doduo': 1, 'Trapinch': 1, 'Furret': 1, 'Minun': 1, 'Grovyle': 1, 'Gastly': 1, 'Yanma': 1}"
azumarill79029,[Gen 3] NU,7,3,4,2021-12-12 18:45:21,2025-04-06 02:14:14,,,"{'Sableye': 2, 'Bellossom': 2, 'Dewgong': 1, 'Hitmonchan': 3, 'Flareon': 1, 'Glalie': 6, 'Diglett': 2, 'Pikachu': 1, 'Mawile': 2, 'Metang': 2, 'Vigoroth': 1, 'Haunter': 3, 'Pelipper': 1, 'Sudowoodo': 2, 'Ledian': 1, 'Octillery': 1, 'Delcatty': 1, 'Plusle': 1, 'Venomoth': 1, 'Chimecho': 1, 'Raticate': 1, 'Tangela': 1, 'Tropius': 1, 'Whiscash': 1, 'Murkrow': 1}"
azurill28098,[Gen 3] NU,1,1,0,2019-06-05 14:27:31,2019-06-05 14:27:31,,,"{""Farfetch'D"": 1, 'Staryu': 1, 'Rhyhorn': 1, 'Delibird': 1, 'Bayleef': 1, 'Meditite': 1}"
azurill54006,[Gen 3] NU,1,0,1,2019-04-30 03:33:06,2019-04-30 03:33:06,,,"{'Octillery': 1, 'Bellossom': 1, 'Pidgeot': 1, 'Haunter': 1, 'Dunsparce': 1, 'Torkoal': 1}"
babiriberry75106,[Gen 3] NU,1,1,0,2020-05-23 03:10:00,2020-05-23 03:10:00,,,"{'Golbat': 1, 'Relicanth': 1, 'Raticate': 1, 'Flareon': 1, 'Haunter': 1}"
baltoy21554,[Gen 3] NU,1,0,1,2019-06-09 09:54:13,2019-06-09 09:54:13,,,"{'Masquerain': 1, 'Elekid': 1, 'Snorunt': 1, 'Cubone': 1, 'Meditite': 1, 'Skiploom': 1}"
baltoy65440,[Gen 3] NU,1,0,1,2019-12-26 02:43:17,2019-12-26 02:43:17,,,"{'Pidgeot': 1, 'Roselia': 1, 'Chimecho': 1, 'Hitmonchan': 1, 'Seaking': 1, 'Magcargo': 1}"
baltoy77606,[Gen 3] NU,1,1,0,2024-03-14 20:20:36,2024-03-14 20:20:36,,,"{'Dewgong': 1, 'Raticate': 1, 'Torkoal': 1, 'Cacturne': 1}"
barrage5747,[Gen 3] NU,1,0,1,2020-07-29 20:25:37,2020-07-29 20:25:37,,,"{'Graveler': 1, 'Golbat': 1, 'Bellossom': 1, 'Wailord': 1, 'Chimecho': 1, 'Glalie': 1}"
barrier21269,[Gen 3] NU,1,1,0,2020-04-22 13:40:38,2020-04-22 13:40:38,,,"{'Sableye': 1, 'Dewgong': 1, 'Roselia': 1, 'Flareon': 1, 'Pikachu': 1}"
barrier22690,[Gen 3] NU,1,1,0,2023-03-04 00:23:04,2023-03-04 00:23:04,,,"{'Sableye': 1, 'Roselia': 1, 'Chimecho': 1, 'Hitmonchan': 1, 'Lickitung': 1, 'Whiscash': 1}"
batonpass8026,[Gen 3] NU,4,0,4,2019-06-26 20:25:37,2019-07-02 16:57:37,,,"{'Elekid': 1, 'Gloom': 2, 'Delibird': 2, 'Cubone': 2, 'Growlithe': 2, 'Nosepass': 2, 'Chinchou': 2, 'Castform': 2, 'Pineco': 2, 'Rhyhorn': 2, 'Natu': 2, 'Bayleef': 2, 'Voltorb': 1}"
bayleef19206,[Gen 3] NU,1,0,1,2022-01-07 20:32:00,2022-01-07 20:32:00,,,"{'Wailord': 1, 'Raticate': 1, 'Plusle': 1, 'Chimecho': 1, 'Hitmonchan': 1, 'Cacturne': 1}"
bayleef26822,[Gen 3] NU,1,1,0,2019-06-27 01:09:38,2019-06-27 01:09:38,,,"{'Relicanth': 1, 'Wailord': 1, 'Raticate': 1, 'Chimecho': 1, 'Murkrow': 1, 'Glalie': 1}"
beatup32800,[Gen 3] NU,1,1,0,2021-06-19 21:16:09,2021-06-19 21:16:09,,,"{'Wailord': 1, 'Bellossom': 1, 'Flareon': 1, 'Pupitar': 1, 'Glalie': 1}"
beautifly2438,[Gen 3] NU,1,0,1,2020-07-13 10:54:12,2020-07-13 10:54:12,,,"{'Huntail': 1, 'Chimecho': 1, 'Hitmonchan': 1, 'Glalie': 1, 'Kecleon': 1, 'Mawile': 1}"
beautifly74638,[Gen 3] NU,1,0,1,2020-06-18 05:47:47,2020-06-18 05:47:47,1000.0,1000.0,"{'Graveler': 1, 'Golbat': 1, 'Wailord': 1, 'Chimecho': 1, 'Glalie': 1}"
beedrill2453,[Gen 3] NU,1,1,0,2024-05-22 19:49:55,2024-05-22 19:49:55,,,"{'Wailord': 1, 'Metang': 1, 'Huntail': 1, 'Flareon': 1, 'Glalie': 1, 'Haunter': 1}"
beldum28773,[Gen 3] NU,1,0,1,2016-09-26 01:51:24,2016-09-26 01:51:24,,,{'Seadra': 1}
beldum44742,[Gen 3] NU,4,2,2,2020-06-07 01:07:04,2020-07-07 18:44:18,,,"{'Togepi': 2, 'Exeggcute': 2, 'Spearow': 1, 'Machoke': 3, 'Meditite': 2, 'Trapinch': 2, 'Diglett': 1, 'Abra': 2, 'Metang': 2, 'Wartortle': 2, 'Dragonair': 1}"
bellossom8104,[Gen 3] NU,1,1,0,2020-03-15 23:33:40,2020-03-15 23:33:40,,,"{'Pelipper': 1, 'Hitmonchan': 1, 'Haunter': 1, 'Kecleon': 1, 'Cacturne': 1}"
belueberry80725,[Gen 3] NU,4,1,3,2024-11-07 20:23:01,2025-05-18 22:28:21,,,"{'Delcatty': 2, 'Minun': 2, 'Mawile': 2, 'Tropius': 1, 'Seadra': 1, 'Metang': 2, 'Chimecho': 1, 'Flareon': 2, 'Kecleon': 1, 'Pelipper': 1, 'Raticate': 1, 'Glalie': 1, 'Haunter': 1, 'Octillery': 1, 'Ariados': 1, 'Loudred': 1}"
berserkgene21902,[Gen 3] NU,1,0,1,2024-06-16 15:53:53,2024-06-16 15:53:53,,,"{'Seadra': 1, 'Dewgong': 1, 'Flareon': 1, 'Murkrow': 1, 'Vigoroth': 1}"
berserkgene45878,[Gen 3] NU,2,1,1,2024-03-01 05:01:19,2024-03-01 05:20:44,,,"{'Graveler': 1, 'Abra': 2, 'Roselia': 1, 'Chimecho': 1, 'Trapinch': 1, 'Kingler': 1, 'Swalot': 1, 'Dewgong': 1, 'Machoke': 1, 'Haunter': 1}"
berserkgene76931,[Gen 3] NU,2,1,1,2020-08-11 17:07:02,2020-08-23 20:34:44,,,"{'Tentacool': 2, 'Furret': 2, 'Mightyena': 2, 'Minun': 2, 'Lairon': 2, 'Duskull': 2}"
bibarel14361,[Gen 3] NU,1,1,0,2019-04-20 20:10:44,2019-04-20 20:10:44,,,"{'Seadra': 1, 'Sableye': 1, 'Roselia': 1, 'Huntail': 1, 'Chimecho': 1, 'Sudowoodo': 1}"
bide32585,[Gen 3] NU,1,0,1,2018-10-28 22:57:24,2018-10-28 22:57:24,,,"{'Pelipper': 1, 'Bellossom': 1, 'Hitmonchan': 1, 'Lairon': 1, 'Venomoth': 1, 'Torkoal': 1}"
bide85657,[Gen 3] NU,1,1,0,2020-06-02 13:41:01,2020-06-02 13:41:01,,,"{'Wailord': 1, 'Bellossom': 1, 'Metang': 1, 'Haunter': 1, 'Glalie': 1, 'Torkoal': 1}"
bidoof61714,[Gen 3] NU,1,0,1,2020-08-09 17:41:59,2020-08-09 17:41:59,,,"{'Seadra': 1, 'Dewgong': 1, 'Flareon': 1, 'Hitmonchan': 1, 'Murkrow': 1, 'Vigoroth': 1}"
bite75174,[Gen 3] NU,1,1,0,2019-07-16 22:09:08,2019-07-16 22:09:08,,,"{'Glalie': 1, 'Hitmonchan': 1, 'Relicanth': 1}"
bite79383,[Gen 3] NU,1,0,1,2020-07-21 13:01:37,2020-07-21 13:01:37,,,"{'Abra': 1, 'Roselia': 1, 'Huntail': 1, 'Butterfree': 1, 'Hitmonchan': 1, 'Lickitung': 1}"
bitterberry84865,[Gen 3] NU,2,0,2,2020-07-25 04:36:32,2020-07-27 01:40:07,,,"{'Seadra': 1, 'Dewgong': 1, 'Hitmonchan': 1, 'Flareon': 2, 'Murkrow': 1, 'Vigoroth': 2, 'Kingler': 1, 'Huntail': 1, 'Chimecho': 1, 'Haunter': 1}"
bitterberry84906,[Gen 3] NU,2,1,1,2024-12-26 23:25:33,2025-01-03 00:02:22,,,"{'Octillery': 1, 'Metang': 2, 'Plusle': 1, 'Flareon': 2, 'Glalie': 2, 'Haunter': 2, 'Wailord': 1, 'Hitmonchan': 1}"
blackbelt2309,[Gen 3] NU,1,1,0,2020-05-19 02:59:19,2020-05-19 02:59:19,,,"{'Sableye': 1, 'Wailord': 1, 'Bellossom': 1, 'Huntail': 1, 'Chimecho': 1, 'Hitmonchan': 1}"
blackbelt84455,[Gen 3] NU,1,0,1,2020-03-17 18:39:35,2020-03-17 18:39:35,,,"{'Swalot': 1, 'Sableye': 1, 'Dewgong': 1, 'Roselia': 1, 'Chimecho': 1, 'Hitmonchan': 1}"
blackbelt92832,[Gen 3] NU,1,0,1,2019-11-06 11:09:53,2019-11-06 11:09:53,,,"{'Dewgong': 1, 'Murkrow': 1, 'Seadra': 1}"
blacksludge5080,[Gen 3] NU,1,0,1,2019-06-16 11:33:00,2019-06-16 11:33:00,,,"{'Crawdaunt': 1, 'Wailord': 1, 'Noctowl': 1, 'Arbok': 1, 'Hitmonchan': 1, 'Butterfree': 1}"
blacksludge66101,[Gen 3] NU,6,5,1,2020-06-13 20:25:53,2020-06-26 01:18:54,1177.0,1177.0,"{'Relicanth': 2, 'Metang': 4, 'Huntail': 2, 'Plusle': 2, 'Glalie': 3, 'Haunter': 4, 'Wailord': 1, 'Pidgeot': 1, 'Roselia': 3, 'Chimecho': 2, 'Torkoal': 1, 'Sableye': 1, 'Dewgong': 1, 'Shuckle': 1, 'Hitmonchan': 2, 'Whiscash': 1, 'Bellossom': 1, 'Magcargo': 1, 'Pelipper': 1, 'Flareon': 1, 'Pupitar': 1}"
blazekick65999,[Gen 3] NU,4,2,2,2018-12-09 23:29:36,2019-01-13 22:37:04,,,"{'Charmeleon': 1, 'Furret': 2, 'Mightyena': 2, 'Minun': 3, 'Lairon': 1, 'Drowzee': 1, 'Grovyle': 1, 'Sealeo': 2, 'Dragonair': 1, 'Duskull': 2, 'Marshtomp': 2, 'Shuckle': 1, 'Doduo': 1, 'Houndour': 2, 'Beedrill': 1, 'Wigglytuff': 1}"
bodyslam74090,[Gen 3] NU,2,0,2,2022-12-04 19:38:08,2022-12-04 19:48:43,,,"{'Omanyte': 1, 'Wigglytuff': 1, 'Gastly': 1, 'Grovyle': 1, 'Trapinch': 2, 'Yanma': 1, 'Tentacool': 1, 'Shedinja': 1, 'Doduo': 1, 'Furret': 1, 'Lairon': 1}"
bonemerang88745,[Gen 3] NU,2,2,0,2019-07-20 20:50:44,2019-08-15 02:45:51,,,"{'Taillow': 1, 'Shuppet': 1, 'Chinchou': 1, 'Castform': 1, 'Snorunt': 1, 'Larvitar': 2, 'Dustox': 1, 'Unown': 1}"
bravebird3653,[Gen 3] NU,2,1,1,2022-02-05 12:22:35,2022-02-13 00:43:11,,,"{'Seadra': 1, 'Wailord': 2, 'Raticate': 1, 'Roselia': 1, 'Haunter': 2, 'Torkoal': 1, 'Sableye': 1, 'Bellossom': 1, 'Metang': 1, 'Chimecho': 1}"
breloom51070,[Gen 3] NU,1,1,0,2019-03-10 23:32:10,2019-03-10 23:32:10,,,"{'Murkrow': 1, 'Flareon': 1, 'Seadra': 1, 'Hitmonchan': 1}"
breloom81395,[Gen 3] NU,1,0,1,2019-09-07 15:06:33,2019-09-07 15:06:33,,,"{'Sableye': 1, 'Roselia': 1, 'Metang': 1, 'Wartortle': 1, 'Togetic': 1, 'Flareon': 1}"
breloom95698,[Gen 3] NU,13,5,8,2020-03-23 00:17:48,2020-03-23 01:31:02,,,"{'Chinchou': 5, 'Snubbull': 5, 'Phanpy': 5, 'Pineco': 6, 'Ledyba': 5, 'Chikorita': 2, 'Staryu': 4, 'Rhyhorn': 4, 'Doduo': 4, 'Charmander': 1, 'Oddish': 1, 'Drowzee': 2, 'Cyndaquil': 2, 'Torchic': 2, 'Taillow': 3, 'Electrike': 2, 'Lileep': 3, 'Clamperl': 2, 'Duskull': 3, 'Totodile': 1, 'Houndour': 1, 'Numel': 1, 'Mudkip': 1, 'Bulbasaur': 3, 'Porygon': 2}"
