year_month,count,format,total,percentage
2017-04,2113,[Gen 3] OU,2168,97.46309963099631
2017-04,55,[Gen 3] UBERS,2168,2.53690036900369
2017-05,96,[Gen 3] UBERS,2521,3.8080126933756446
2017-05,2425,[Gen 3] OU,2521,96.19198730662436
2017-06,1704,[Gen 3] OU,1784,95.51569506726457
2017-06,80,[Gen 3] UBERS,1784,4.484304932735426
2017-07,148,[Gen 3] UBERS,1363,10.858400586940572
2017-07,1215,[Gen 3] OU,1363,89.14159941305942
2017-08,1078,[Gen 3] OU,1150,93.73913043478261
2017-08,72,[Gen 3] UBERS,1150,6.260869565217392
2017-09,122,[Gen 3] UBERS,1298,9.399075500770417
2017-09,1176,[Gen 3] OU,1298,90.60092449922959
2017-10,75,[Gen 3] UBERS,1629,4.6040515653775325
2017-10,1554,[Gen 3] OU,1629,95.39594843462247
2017-11,1298,[Gen 3] OU,1369,94.81373265157049
2017-11,71,[Gen 3] UBERS,1369,5.186267348429511
2017-12,64,[Gen 3] UBERS,1514,4.227212681638045
2017-12,1450,[Gen 3] OU,1514,95.77278731836195
2018-01,78,[Gen 3] UBERS,1937,4.026845637583892
2018-01,19,[Gen 3] UU,1937,0.980898296334538
2018-01,1840,[Gen 3] OU,1937,94.99225606608157
2018-02,59,[Gen 3] UU,1760,3.3522727272727275
2018-02,1665,[Gen 3] OU,1760,94.60227272727273
2018-02,36,[Gen 3] UBERS,1760,2.0454545454545454
2018-03,30,[Gen 3] UU,1756,1.7084282460136675
2018-03,1654,[Gen 3] OU,1756,94.19134396355354
2018-03,72,[Gen 3] UBERS,1756,4.100227790432802
2018-04,1502,[Gen 3] OU,1624,92.48768472906403
2018-04,42,[Gen 3] UU,1624,2.586206896551724
2018-04,80,[Gen 3] UBERS,1624,4.926108374384237
2018-05,40,[Gen 3] UU,1644,2.4330900243309004
2018-05,1527,[Gen 3] OU,1644,92.88321167883211
2018-05,77,[Gen 3] UBERS,1644,4.683698296836983
2018-06,70,[Gen 3] UBERS,1649,4.244996967859309
2018-06,1546,[Gen 3] OU,1649,93.75379017586415
2018-06,33,[Gen 3] UU,1649,2.0012128562765312
2018-07,43,[Gen 3] UBERS,1502,2.862849533954727
2018-07,1425,[Gen 3] OU,1502,94.87350199733689
2018-07,34,[Gen 3] UU,1502,2.263648468708389
2018-08,1462,[Gen 3] OU,1615,90.52631578947368
2018-08,36,[Gen 3] UU,1615,2.2291021671826625
2018-08,117,[Gen 3] UBERS,1615,7.244582043343653
2018-09,25,[Gen 3] UU,1395,1.7921146953405016
2018-09,49,[Gen 3] UBERS,1395,3.512544802867384
2018-09,1321,[Gen 3] OU,1395,94.69534050179212
2018-10,9,[Gen 3] NU,1446,0.6224066390041494
2018-10,1331,[Gen 3] OU,1446,92.04702627939142
2018-10,74,[Gen 3] UBERS,1446,5.117565698478561
2018-10,32,[Gen 3] UU,1446,2.2130013831258646
2018-11,6,[Gen 3] UU,1410,0.425531914893617
2018-11,1345,[Gen 3] OU,1410,95.39007092198581
2018-11,49,[Gen 3] UBERS,1410,3.4751773049645394
2018-11,10,[Gen 3] NU,1410,0.7092198581560284
2018-12,15,[Gen 3] UU,1488,1.0080645161290323
2018-12,14,[Gen 3] NU,1488,0.9408602150537635
2018-12,1422,[Gen 3] OU,1488,95.56451612903226
2018-12,37,[Gen 3] UBERS,1488,2.486559139784946
2019-01,36,[Gen 3] NU,1684,2.137767220902613
2019-01,22,[Gen 3] UBERS,1684,1.3064133016627077
2019-01,1615,[Gen 3] OU,1684,95.90261282660333
2019-01,11,[Gen 3] UU,1684,0.6532066508313539
2019-02,72,[Gen 3] UBERS,1419,5.07399577167019
2019-02,14,[Gen 3] UU,1419,0.9866102889358703
2019-02,1323,[Gen 3] OU,1419,93.23467230443974
2019-02,10,[Gen 3] NU,1419,0.7047216349541932
2019-03,13,[Gen 3] UU,1430,0.9090909090909091
2019-03,1336,[Gen 3] OU,1430,93.42657342657343
2019-03,18,[Gen 3] NU,1430,1.2587412587412588
2019-03,63,[Gen 3] UBERS,1430,4.405594405594406
2019-04,40,[Gen 3] UU,1676,2.386634844868735
2019-04,33,[Gen 3] NU,1676,1.9689737470167064
2019-04,58,[Gen 3] UBERS,1676,3.4606205250596656
2019-04,1545,[Gen 3] OU,1676,92.18377088305489
2019-05,54,[Gen 3] UBERS,1465,3.6860068259385668
2019-05,32,[Gen 3] NU,1465,2.1843003412969284
2019-05,1348,[Gen 3] OU,1465,92.0136518771331
2019-05,31,[Gen 3] UU,1465,2.1160409556313993
2019-06,34,[Gen 3] UBERS,1660,2.0481927710843375
2019-06,20,[Gen 3] UU,1660,1.2048192771084338
2019-06,153,[Gen 3] NU,1660,9.216867469879517
2019-06,1453,[Gen 3] OU,1660,87.53012048192771
2019-07,1516,[Gen 3] OU,1709,88.70684610883558
2019-07,31,[Gen 3] UU,1709,1.8139262726740786
2019-07,99,[Gen 3] UBERS,1709,5.792861322410767
2019-07,63,[Gen 3] NU,1709,3.6863662960795787
2019-08,22,[Gen 3] NU,1776,1.2387387387387387
2019-08,1608,[Gen 3] OU,1776,90.54054054054053
2019-08,29,[Gen 3] UU,1776,1.6328828828828827
2019-08,117,[Gen 3] UBERS,1776,6.587837837837837
2019-09,3,[Gen 3] NU,1302,0.2304147465437788
2019-09,48,[Gen 3] UBERS,1302,3.686635944700461
2019-09,1220,[Gen 3] OU,1302,93.70199692780338
2019-09,31,[Gen 3] UU,1302,2.380952380952381
2019-10,54,[Gen 3] UBERS,1149,4.699738903394255
2019-10,40,[Gen 3] UU,1149,3.4812880765883376
2019-10,12,[Gen 3] NU,1149,1.0443864229765014
2019-10,1043,[Gen 3] OU,1149,90.77458659704091
2019-11,1158,[Gen 3] OU,1226,94.45350734094616
2019-11,7,[Gen 3] NU,1226,0.5709624796084829
2019-11,27,[Gen 3] UBERS,1226,2.202283849918434
2019-11,34,[Gen 3] UU,1226,2.7732463295269167
2019-12,6,[Gen 3] NU,1276,0.4702194357366771
2019-12,1215,[Gen 3] OU,1276,95.21943573667711
2019-12,19,[Gen 3] UU,1276,1.489028213166144
2019-12,36,[Gen 3] UBERS,1276,2.8213166144200628
2020-01,1203,[Gen 3] OU,1293,93.03944315545245
2020-01,53,[Gen 3] UBERS,1293,4.098994586233565
2020-01,23,[Gen 3] UU,1293,1.7788089713843775
2020-01,14,[Gen 3] NU,1293,1.082753286929621
2020-02,22,[Gen 3] NU,1998,1.1011011011011012
2020-02,1821,[Gen 3] OU,1998,91.14114114114115
2020-02,63,[Gen 3] UU,1998,3.153153153153153
2020-02,92,[Gen 3] UBERS,1998,4.604604604604605
2020-03,101,[Gen 3] UBERS,2672,3.779940119760479
2020-03,70,[Gen 3] UU,2672,2.619760479041916
2020-03,141,[Gen 3] NU,2672,5.276946107784431
2020-03,2360,[Gen 3] OU,2672,88.32335329341318
2020-04,2770,[Gen 3] OU,3119,88.81051619108689
2020-04,92,[Gen 3] NU,3119,2.9496633536389867
2020-04,63,[Gen 3] UU,3119,2.0198781660788714
2020-04,194,[Gen 3] UBERS,3119,6.219942289195255
2020-05,190,[Gen 3] UBERS,2568,7.398753894080996
2020-05,42,[Gen 3] UU,2568,1.6355140186915886
2020-05,61,[Gen 3] NU,2568,2.3753894080996885
2020-05,2275,[Gen 3] OU,2568,88.59034267912772
2020-06,2014,[Gen 3] OU,2348,85.77512776831345
2020-06,61,[Gen 3] UU,2348,2.597955706984668
2020-06,117,[Gen 3] UBERS,2348,4.982964224872231
2020-06,156,[Gen 3] NU,2348,6.643952299829642
2020-07,122,[Gen 3] UBERS,2291,5.325185508511567
2020-07,46,[Gen 3] NU,2291,2.007856831078132
2020-07,77,[Gen 3] UU,2291,3.360977738978612
2020-07,2046,[Gen 3] OU,2291,89.30597992143169
2020-08,1500,[Gen 3] OU,1835,81.74386920980926
2020-08,73,[Gen 3] UU,1835,3.978201634877384
2020-08,224,[Gen 3] UBERS,1835,12.20708446866485
2020-08,38,[Gen 3] NU,1835,2.0708446866485013
2020-09,193,[Gen 3] OU,223,86.54708520179372
2020-09,2,[Gen 3] NU,223,0.8968609865470852
2020-09,13,[Gen 3] UU,223,5.829596412556054
2020-09,15,[Gen 3] UBERS,223,6.726457399103139
2020-10,1,[Gen 3] NU,214,0.46728971962616817
2020-10,47,[Gen 3] UBERS,214,21.962616822429908
2020-10,163,[Gen 3] OU,214,76.16822429906543
2020-10,3,[Gen 3] UU,214,1.4018691588785046
2020-11,231,[Gen 3] OU,251,92.03187250996015
2020-11,2,[Gen 3] NU,251,0.796812749003984
2020-11,4,[Gen 3] UU,251,1.593625498007968
2020-11,14,[Gen 3] UBERS,251,5.577689243027888
2020-12,15,[Gen 3] UU,280,5.357142857142857
2020-12,260,[Gen 3] OU,280,92.85714285714286
2020-12,5,[Gen 3] UBERS,280,1.7857142857142856
2021-01,296,[Gen 3] OU,322,91.92546583850931
2021-01,11,[Gen 3] UBERS,322,3.4161490683229814
2021-01,15,[Gen 3] UU,322,4.658385093167702
2021-02,1,[Gen 3] UU,338,0.2958579881656805
2021-02,6,[Gen 3] UBERS,338,1.7751479289940828
2021-02,331,[Gen 3] OU,338,97.92899408284023
2021-03,44,[Gen 3] UU,445,9.887640449438202
2021-03,16,[Gen 3] NU,445,3.5955056179775284
2021-03,335,[Gen 3] OU,445,75.28089887640449
2021-03,50,[Gen 3] UBERS,445,11.235955056179774
2021-04,185,[Gen 3] OU,276,67.02898550724638
2021-04,57,[Gen 3] UBERS,276,20.652173913043477
2021-04,6,[Gen 3] NU,276,2.1739130434782608
2021-04,28,[Gen 3] UU,276,10.144927536231885
2021-05,16,[Gen 3] NU,267,5.992509363295881
2021-05,6,[Gen 3] UU,267,2.247191011235955
2021-05,40,[Gen 3] UBERS,267,14.981273408239701
2021-05,205,[Gen 3] OU,267,76.77902621722846
2021-06,100,[Gen 3] UBERS,302,33.11258278145696
2021-06,191,[Gen 3] OU,302,63.24503311258278
2021-06,11,[Gen 3] NU,302,3.642384105960265
2021-07,3,[Gen 3] NU,171,1.7543859649122806
2021-07,22,[Gen 3] UU,171,12.865497076023392
2021-07,136,[Gen 3] OU,171,79.53216374269006
2021-07,10,[Gen 3] UBERS,171,5.847953216374268
2021-08,278,[Gen 3] OU,315,88.25396825396825
2021-08,25,[Gen 3] UBERS,315,7.936507936507936
2021-08,12,[Gen 3] UU,315,3.8095238095238098
2021-09,321,[Gen 3] OU,356,90.1685393258427
2021-09,18,[Gen 3] UBERS,356,5.056179775280898
2021-09,17,[Gen 3] UU,356,4.775280898876404
2021-10,18,[Gen 3] NU,338,5.325443786982249
2021-10,1,[Gen 3] UU,338,0.2958579881656805
2021-10,286,[Gen 3] OU,338,84.61538461538461
2021-10,33,[Gen 3] UBERS,338,9.763313609467456
2021-11,83,[Gen 3] UBERS,240,34.583333333333336
2021-11,139,[Gen 3] OU,240,57.91666666666667
2021-11,14,[Gen 3] UU,240,5.833333333333333
2021-11,4,[Gen 3] NU,240,1.6666666666666667
2021-12,12,[Gen 3] NU,141,8.51063829787234
2021-12,15,[Gen 3] UU,141,10.638297872340425
2021-12,111,[Gen 3] OU,141,78.72340425531915
2021-12,3,[Gen 3] UBERS,141,2.127659574468085
2022-01,228,[Gen 3] OU,283,80.56537102473497
2022-01,20,[Gen 3] UBERS,283,7.06713780918728
2022-01,18,[Gen 3] UU,283,6.36042402826855
2022-01,17,[Gen 3] NU,283,6.007067137809187
2022-02,8,[Gen 3] NU,266,3.007518796992481
2022-02,1,[Gen 3] UU,266,0.37593984962406013
2022-02,17,[Gen 3] UBERS,266,6.390977443609022
2022-02,240,[Gen 3] OU,266,90.22556390977444
2022-03,19,[Gen 3] NU,170,11.176470588235295
2022-03,17,[Gen 3] UU,170,10.0
2022-03,3,[Gen 3] UBERS,170,1.7647058823529411
2022-03,131,[Gen 3] OU,170,77.05882352941177
2022-04,85,[Gen 3] UBERS,285,29.82456140350877
2022-04,19,[Gen 3] NU,285,6.666666666666667
2022-04,142,[Gen 3] OU,285,49.824561403508774
2022-04,39,[Gen 3] UU,285,13.684210526315791
2022-05,17,[Gen 3] NU,216,7.87037037037037
2022-05,143,[Gen 3] OU,216,66.20370370370371
2022-05,7,[Gen 3] UU,216,3.2407407407407405
2022-05,49,[Gen 3] UBERS,216,22.685185185185187
2022-06,40,[Gen 3] UBERS,215,18.6046511627907
2022-06,1,[Gen 3] UU,215,0.46511627906976744
2022-06,159,[Gen 3] OU,215,73.95348837209302
2022-06,15,[Gen 3] NU,215,6.976744186046512
2022-07,3,[Gen 3] NU,315,0.9523809523809524
2022-07,271,[Gen 3] OU,315,86.03174603174604
2022-07,3,[Gen 3] UU,315,0.9523809523809524
2022-07,38,[Gen 3] UBERS,315,12.063492063492063
2022-08,38,[Gen 3] UU,271,14.022140221402212
2022-08,29,[Gen 3] UBERS,271,10.70110701107011
2022-08,193,[Gen 3] OU,271,71.21771217712177
2022-08,11,[Gen 3] NU,271,4.059040590405904
2022-09,13,[Gen 3] UBERS,202,6.435643564356436
2022-09,156,[Gen 3] OU,202,77.22772277227723
2022-09,17,[Gen 3] NU,202,8.415841584158416
2022-09,16,[Gen 3] UU,202,7.920792079207921
2022-10,27,[Gen 3] UU,233,11.587982832618025
2022-10,8,[Gen 3] NU,233,3.4334763948497855
2022-10,107,[Gen 3] OU,233,45.92274678111588
2022-10,91,[Gen 3] UBERS,233,39.05579399141631
2022-11,13,[Gen 3] UBERS,123,10.569105691056912
2022-11,94,[Gen 3] OU,123,76.42276422764228
2022-11,10,[Gen 3] NU,123,8.130081300813007
2022-11,6,[Gen 3] UU,123,4.878048780487805
2022-12,49,[Gen 3] OU,79,62.0253164556962
2022-12,30,[Gen 3] NU,79,37.9746835443038
2023-01,1,[Gen 3] UU,112,0.8928571428571428
2023-01,12,[Gen 3] UBERS,112,10.714285714285714
2023-01,91,[Gen 3] OU,112,81.25
2023-01,8,[Gen 3] NU,112,7.142857142857142
2023-02,34,[Gen 3] UBERS,188,18.085106382978726
2023-02,136,[Gen 3] OU,188,72.3404255319149
2023-02,8,[Gen 3] UU,188,4.25531914893617
2023-02,10,[Gen 3] NU,188,5.319148936170213
2023-03,22,[Gen 3] UU,156,14.102564102564102
2023-03,6,[Gen 3] NU,156,3.8461538461538463
2023-03,25,[Gen 3] UBERS,156,16.025641025641026
2023-03,103,[Gen 3] OU,156,66.02564102564102
2023-04,8,[Gen 3] NU,250,3.2
2023-04,28,[Gen 3] UU,250,11.200000000000001
2023-04,123,[Gen 3] OU,250,49.2
2023-04,91,[Gen 3] UBERS,250,36.4
2023-05,23,[Gen 3] UBERS,190,12.105263157894736
2023-05,11,[Gen 3] UU,190,5.7894736842105265
2023-05,14,[Gen 3] NU,190,7.368421052631578
2023-05,142,[Gen 3] OU,190,74.73684210526315
2023-06,29,[Gen 3] UBERS,189,15.343915343915343
2023-06,140,[Gen 3] OU,189,74.07407407407408
2023-06,5,[Gen 3] UU,189,2.6455026455026456
2023-06,15,[Gen 3] NU,189,7.936507936507936
2023-07,394,[Gen 3] OU,456,86.40350877192982
2023-07,28,[Gen 3] UBERS,456,6.140350877192982
2023-07,27,[Gen 3] UU,456,5.921052631578947
2023-07,7,[Gen 3] NU,456,1.5350877192982455
2023-08,15,[Gen 3] UBERS,363,4.132231404958678
2023-08,277,[Gen 3] OU,363,76.30853994490359
2023-08,40,[Gen 3] UU,363,11.019283746556475
2023-08,31,[Gen 3] NU,363,8.539944903581267
2023-09,99,[Gen 3] UU,1858,5.3283100107642625
2023-09,11,[Gen 3] UBERS,1858,0.5920344456404736
2023-09,1729,[Gen 3] OU,1858,93.05705059203444
2023-09,19,[Gen 3] NU,1858,1.022604951560818
2023-10,21,[Gen 3] NU,1415,1.4840989399293287
2023-10,34,[Gen 3] UU,1415,2.402826855123675
2023-10,1317,[Gen 3] OU,1415,93.07420494699646
2023-10,43,[Gen 3] UBERS,1415,3.03886925795053
2023-11,27,[Gen 3] UU,501,5.389221556886228
2023-11,18,[Gen 3] NU,501,3.592814371257485
2023-11,420,[Gen 3] OU,501,83.8323353293413
2023-11,36,[Gen 3] UBERS,501,7.18562874251497
2023-12,3693,[Gen 3] OU,3805,97.05650459921156
2023-12,85,[Gen 3] UBERS,3805,2.2339027595269383
2023-12,7,[Gen 3] NU,3805,0.18396846254927726
2023-12,20,[Gen 3] UU,3805,0.5256241787122208
2024-01,3990,[Gen 3] OU,4123,96.7741935483871
2024-01,21,[Gen 3] NU,4123,0.5093378607809848
2024-01,22,[Gen 3] UU,4123,0.5335920446276983
2024-01,90,[Gen 3] UBERS,4123,2.1828765462042203
2024-02,34,[Gen 3] NU,6299,0.5397682171773297
2024-02,115,[Gen 3] UU,6299,1.825686616923321
2024-02,6067,[Gen 3] OU,6299,96.3168756945547
2024-02,83,[Gen 3] UBERS,6299,1.317669471344658
2024-03,69,[Gen 3] UU,5701,1.2103139800035083
2024-03,64,[Gen 3] UBERS,5701,1.1226100684090512
2024-03,5556,[Gen 3] OU,5701,97.45658656376074
2024-03,12,[Gen 3] NU,5701,0.2104893878266971
2024-04,5083,[Gen 3] OU,5227,97.24507365601683
2024-04,35,[Gen 3] UU,5227,0.6696001530514636
2024-04,18,[Gen 3] NU,5227,0.34436579299789555
2024-04,91,[Gen 3] UBERS,5227,1.740960397933805
2024-05,1,[Gen 3] UUBL,5696,0.0175561797752809
2024-05,5534,[Gen 3] OU,5696,97.15589887640449
2024-05,51,[Gen 3] UU,5696,0.8953651685393258
2024-05,32,[Gen 3] NU,5696,0.5617977528089888
2024-05,78,[Gen 3] UBERS,5696,1.3693820224719102
2024-06,5400,[Gen 3] OU,5632,95.88068181818183
2024-06,211,[Gen 3] UBERS,5632,3.7464488636363638
2024-06,7,[Gen 3] UU,5632,0.12428977272727272
2024-06,14,[Gen 3] NU,5632,0.24857954545454544
2024-07,23,[Gen 3] UU,5802,0.39641502930024125
2024-07,49,[Gen 3] UBERS,5802,0.8445363667700793
2024-07,6,[Gen 3] NU,5802,0.1034126163391934
2024-07,5724,[Gen 3] OU,5802,98.65563598759049
2024-08,3851,[Gen 3] OU,3951,97.46899519109087
2024-08,8,[Gen 3] NU,3951,0.20248038471273097
2024-08,69,[Gen 3] UBERS,3951,1.7463933181473046
2024-08,23,[Gen 3] UU,3951,0.5821311060491015
2024-09,22,[Gen 3] NU,4024,0.5467196819085487
2024-09,73,[Gen 3] UBERS,4024,1.8141153081510935
2024-09,69,[Gen 3] UU,4024,1.7147117296222665
2024-09,3860,[Gen 3] OU,4024,95.92445328031809
2024-10,8094,[Gen 3] OU,8389,96.48349028489689
2024-10,267,[Gen 3] UBERS,8389,3.182739301466206
2024-10,20,[Gen 3] UU,8389,0.23840743831207534
2024-10,8,[Gen 3] NU,8389,0.09536297532483012
2024-11,30,[Gen 3] UU,6247,0.4802305106451097
2024-11,6068,[Gen 3] OU,6247,97.13462461981752
2024-11,28,[Gen 3] NU,6247,0.448215143268769
2024-11,121,[Gen 3] UBERS,6247,1.936929726268609
2024-12,51,[Gen 3] UBERS,4961,1.0280185446482564
2024-12,27,[Gen 3] NU,4961,0.5442451118726063
2024-12,4878,[Gen 3] OU,4961,98.32695021165088
2024-12,5,[Gen 3] UU,4961,0.10078613182826043
2025-01,32,[Gen 3] NU,5631,0.5682827206535251
2025-01,87,[Gen 3] UBERS,5631,1.5450186467767715
2025-01,14,[Gen 3] UU,5631,0.24862369028591727
2025-01,5498,[Gen 3] OU,5631,97.63807494228378
2025-02,4708,[Gen 3] OU,4801,98.06290356175796
2025-02,67,[Gen 3] UBERS,4801,1.3955425952926475
2025-02,10,[Gen 3] UU,4801,0.20828993959591752
2025-02,16,[Gen 3] NU,4801,0.333263903353468
2025-03,14,[Gen 3] UU,5086,0.2752654345261502
2025-03,6,[Gen 3] NU,5086,0.11797090051120723
2025-03,5030,[Gen 3] OU,5086,98.8989382618954
2025-03,36,[Gen 3] UBERS,5086,0.7078254030672434
2025-04,17,[Gen 3] UBERS,1652,1.0290556900726393
2025-04,20,[Gen 3] UU,1652,1.2106537530266344
2025-04,7,[Gen 3] NU,1652,0.423728813559322
2025-04,1608,[Gen 3] OU,1652,97.3365617433414
2025-05,4053,[Gen 3] OU,4189,96.75340176653138
2025-05,66,[Gen 3] UBERS,4189,1.5755550250656483
2025-05,27,[Gen 3] UU,4189,0.644545237526856
2025-05,43,[Gen 3] NU,4189,1.0264979708761042
