year_month,count,format,total,percentage
2018-02,40,[Gen 1] UBERS,990,4.040404040404041
2018-02,950,[Gen 1] OU,990,95.95959595959596
2018-03,868,[Gen 1] OU,901,96.33740288568258
2018-03,33,[Gen 1] UBERS,901,3.662597114317425
2018-04,65,[Gen 1] UBERS,1328,4.894578313253012
2018-04,1263,[Gen 1] OU,1328,95.10542168674698
2018-05,1001,[Gen 1] OU,1021,98.0411361410382
2018-05,20,[Gen 1] UBERS,1021,1.9588638589618024
2018-06,124,[Gen 1] UBERS,998,12.424849699398797
2018-06,874,[Gen 1] OU,998,87.5751503006012
2018-07,739,[Gen 1] OU,803,92.02988792029888
2018-07,64,[Gen 1] UBERS,803,7.970112079701121
2018-08,35,[Gen 1] UBERS,814,4.2997542997543
2018-08,779,[Gen 1] OU,814,95.7002457002457
2018-09,780,[Gen 1] OU,798,97.74436090225564
2018-09,18,[Gen 1] UBERS,798,2.2556390977443606
2018-10,50,[Gen 1] UBERS,987,5.065856129685916
2018-10,937,[Gen 1] OU,987,94.93414387031407
2018-11,820,[Gen 1] OU,873,93.92898052691866
2018-11,53,[Gen 1] UBERS,873,6.0710194730813285
2018-12,130,[Gen 1] UBERS,1145,11.353711790393014
2018-12,30,[Gen 1] UU,1145,2.6200873362445414
2018-12,985,[Gen 1] OU,1145,86.02620087336244
2019-01,3,[Gen 1] UU,1348,0.22255192878338279
2019-01,1310,[Gen 1] OU,1348,97.18100890207715
2019-01,35,[Gen 1] UBERS,1348,2.596439169139466
2019-02,23,[Gen 1] UBERS,815,2.8220858895705523
2019-02,792,[Gen 1] OU,815,97.17791411042946
2019-03,16,[Gen 1] UU,1124,1.4234875444839856
2019-03,15,[Gen 1] UBERS,1124,1.3345195729537367
2019-03,1093,[Gen 1] OU,1124,97.24199288256227
2019-04,9,[Gen 1] UU,1108,0.8122743682310468
2019-04,34,[Gen 1] UBERS,1108,3.068592057761733
2019-04,1065,[Gen 1] OU,1108,96.11913357400722
2019-05,941,[Gen 1] OU,991,94.95459132189707
2019-05,12,[Gen 1] UU,991,1.2108980827447022
2019-05,38,[Gen 1] UBERS,991,3.834510595358224
2019-06,12,[Gen 1] UU,941,1.2752391073326248
2019-06,73,[Gen 1] UBERS,941,7.7577045696068
2019-06,856,[Gen 1] OU,941,90.96705632306058
2019-07,814,[Gen 1] OU,880,92.5
2019-07,46,[Gen 1] UBERS,880,5.227272727272727
2019-07,20,[Gen 1] UU,880,2.272727272727273
2019-08,18,[Gen 1] UU,595,3.0252100840336134
2019-08,549,[Gen 1] OU,595,92.26890756302521
2019-08,28,[Gen 1] UBERS,595,4.705882352941177
2019-09,24,[Gen 1] UBERS,602,3.9867109634551494
2019-09,554,[Gen 1] OU,602,92.02657807308971
2019-09,24,[Gen 1] UU,602,3.9867109634551494
2019-10,16,[Gen 1] UBERS,638,2.507836990595611
2019-10,606,[Gen 1] OU,638,94.98432601880877
2019-10,16,[Gen 1] UU,638,2.507836990595611
2019-11,11,[Gen 1] UU,807,1.3630731102850062
2019-11,788,[Gen 1] OU,807,97.64560099132589
2019-11,8,[Gen 1] UBERS,807,0.9913258983890955
2019-12,24,[Gen 1] UBERS,551,4.3557168784029034
2019-12,476,[Gen 1] OU,551,86.38838475499092
2019-12,51,[Gen 1] UU,551,9.25589836660617
2020-01,22,[Gen 1] UU,693,3.1746031746031744
2020-01,587,[Gen 1] OU,693,84.7041847041847
2020-01,84,[Gen 1] UBERS,693,12.121212121212121
2020-02,31,[Gen 1] UBERS,742,4.177897574123989
2020-02,700,[Gen 1] OU,742,94.33962264150944
2020-02,11,[Gen 1] UU,742,1.482479784366577
2020-03,19,[Gen 1] UU,1068,1.7790262172284643
2020-03,1031,[Gen 1] OU,1068,96.53558052434457
2020-03,18,[Gen 1] UBERS,1068,1.6853932584269662
2020-04,48,[Gen 1] UU,1677,2.862254025044723
2020-04,1611,[Gen 1] OU,1677,96.06440071556351
2020-04,18,[Gen 1] UBERS,1677,1.073345259391771
2020-05,27,[Gen 1] UBERS,1471,1.8354860639021073
2020-05,1375,[Gen 1] OU,1471,93.47382732834805
2020-05,69,[Gen 1] UU,1471,4.6906866077498295
2020-06,190,[Gen 1] UBERS,1313,14.47067783701447
2020-06,1060,[Gen 1] OU,1313,80.73115003808073
2020-06,63,[Gen 1] UU,1313,4.798172124904799
2020-07,51,[Gen 1] UU,1056,4.829545454545454
2020-07,960,[Gen 1] OU,1056,90.9090909090909
2020-07,45,[Gen 1] UBERS,1056,4.261363636363636
2020-08,18,[Gen 1] UBERS,758,2.3746701846965697
2020-08,674,[Gen 1] OU,758,88.91820580474933
2020-08,66,[Gen 1] UU,758,8.70712401055409
2020-09,4,[Gen 1] UU,91,4.395604395604396
2020-09,87,[Gen 1] OU,91,95.6043956043956
2020-10,35,[Gen 1] UBERS,199,17.587939698492463
2020-10,23,[Gen 1] UU,199,11.557788944723619
2020-10,141,[Gen 1] OU,199,70.85427135678391
2020-11,202,[Gen 1] OU,254,79.52755905511812
2020-11,28,[Gen 1] UU,254,11.023622047244094
2020-11,24,[Gen 1] UBERS,254,9.448818897637794
2020-12,91,[Gen 1] OU,93,97.84946236559139
2020-12,2,[Gen 1] UU,93,2.1505376344086025
2021-01,3,[Gen 1] UU,219,1.36986301369863
2021-01,216,[Gen 1] OU,219,98.63013698630137
2021-02,5,[Gen 1] UU,181,2.7624309392265194
2021-02,176,[Gen 1] OU,181,97.23756906077348
2021-03,123,[Gen 1] OU,125,98.4
2021-03,2,[Gen 1] UU,125,1.6
2021-04,7,[Gen 1] UU,182,3.8461538461538463
2021-04,175,[Gen 1] OU,182,96.15384615384616
2021-05,1,[Gen 1] NU,162,0.6172839506172839
2021-05,8,[Gen 1] UU,162,4.938271604938271
2021-05,153,[Gen 1] OU,162,94.44444444444444
2021-06,62,[Gen 1] UU,218,28.440366972477065
2021-06,154,[Gen 1] OU,218,70.64220183486239
2021-06,2,[Gen 1] UBERS,218,0.9174311926605505
2021-07,139,[Gen 1] OU,139,100.0
2021-08,155,[Gen 1] OU,155,100.0
2021-09,5,[Gen 1] UU,239,2.092050209205021
2021-09,233,[Gen 1] OU,239,97.48953974895397
2021-09,1,[Gen 1] NU,239,0.41841004184100417
2021-10,28,[Gen 1] NU,255,10.980392156862745
2021-10,174,[Gen 1] OU,255,68.23529411764706
2021-10,34,[Gen 1] UBERS,255,13.333333333333334
2021-10,19,[Gen 1] UU,255,7.450980392156863
2021-11,83,[Gen 1] OU,171,48.53801169590643
2021-11,47,[Gen 1] UBERS,171,27.485380116959064
2021-11,28,[Gen 1] UU,171,16.374269005847953
2021-11,13,[Gen 1] NU,171,7.602339181286549
2021-12,1,[Gen 1] UBERS,184,0.5434782608695652
2021-12,87,[Gen 1] OU,184,47.28260869565217
2021-12,42,[Gen 1] NU,184,22.82608695652174
2021-12,54,[Gen 1] UU,184,29.347826086956523
2022-01,186,[Gen 1] OU,276,67.3913043478261
2022-01,12,[Gen 1] UBERS,276,4.3478260869565215
2022-01,46,[Gen 1] UU,276,16.666666666666664
2022-01,32,[Gen 1] NU,276,11.594202898550725
2022-02,7,[Gen 1] NU,242,2.8925619834710745
2022-02,181,[Gen 1] OU,242,74.79338842975206
2022-02,28,[Gen 1] UBERS,242,11.570247933884298
2022-02,26,[Gen 1] UU,242,10.743801652892563
2022-03,17,[Gen 1] UBERS,127,13.385826771653544
2022-03,33,[Gen 1] UU,127,25.984251968503933
2022-03,77,[Gen 1] OU,127,60.629921259842526
2022-04,33,[Gen 1] UU,144,22.916666666666664
2022-04,111,[Gen 1] OU,144,77.08333333333334
2022-05,161,[Gen 1] OU,198,81.31313131313132
2022-05,34,[Gen 1] UU,198,17.17171717171717
2022-05,3,[Gen 1] NU,198,1.5151515151515151
2022-06,115,[Gen 1] OU,142,80.98591549295774
2022-06,9,[Gen 1] UBERS,142,6.338028169014084
2022-06,10,[Gen 1] UU,142,7.042253521126761
2022-06,8,[Gen 1] NU,142,5.633802816901409
2022-07,10,[Gen 1] UBERS,247,4.048582995951417
2022-07,52,[Gen 1] UU,247,21.052631578947366
2022-07,5,[Gen 1] NU,247,2.0242914979757085
2022-07,180,[Gen 1] OU,247,72.8744939271255
2022-08,18,[Gen 1] NU,252,7.142857142857142
2022-08,27,[Gen 1] UU,252,10.714285714285714
2022-08,204,[Gen 1] OU,252,80.95238095238095
2022-08,3,[Gen 1] UBERS,252,1.1904761904761905
2022-09,247,[Gen 1] OU,328,75.3048780487805
2022-09,32,[Gen 1] NU,328,9.75609756097561
2022-09,27,[Gen 1] UBERS,328,8.231707317073171
2022-09,22,[Gen 1] UU,328,6.707317073170732
2022-10,49,[Gen 1] UBERS,300,16.333333333333332
2022-10,177,[Gen 1] OU,300,59.0
2022-10,47,[Gen 1] UU,300,15.666666666666668
2022-10,27,[Gen 1] NU,300,9.0
2022-11,72,[Gen 1] OU,181,39.77900552486188
2022-11,109,[Gen 1] NU,181,60.22099447513812
2022-12,140,[Gen 1] NU,240,58.333333333333336
2022-12,12,[Gen 1] UU,240,5.0
2022-12,88,[Gen 1] OU,240,36.666666666666664
2023-01,133,[Gen 1] OU,188,70.74468085106383
2023-01,15,[Gen 1] UU,188,7.9787234042553195
2023-01,26,[Gen 1] UBERS,188,13.829787234042554
2023-01,14,[Gen 1] NU,188,7.446808510638298
2023-02,24,[Gen 1] NU,336,7.142857142857142
2023-02,98,[Gen 1] UBERS,336,29.166666666666668
2023-02,47,[Gen 1] UU,336,13.988095238095239
2023-02,167,[Gen 1] OU,336,49.702380952380956
2023-03,377,[Gen 1] OU,442,85.29411764705883
2023-03,9,[Gen 1] NU,442,2.0361990950226243
2023-03,32,[Gen 1] UBERS,442,7.239819004524888
2023-03,24,[Gen 1] UU,442,5.429864253393665
2023-04,1,[Gen 1] UBERS,384,0.26041666666666663
2023-04,41,[Gen 1] UU,384,10.677083333333332
2023-04,342,[Gen 1] OU,384,89.0625
2023-05,142,[Gen 1] OU,170,83.52941176470588
2023-05,25,[Gen 1] UU,170,14.705882352941178
2023-05,3,[Gen 1] UBERS,170,1.7647058823529411
2023-06,69,[Gen 1] UBERS,384,17.96875
2023-06,12,[Gen 1] NU,384,3.125
2023-06,286,[Gen 1] OU,384,74.47916666666666
2023-06,17,[Gen 1] UU,384,4.427083333333334
2023-07,383,[Gen 1] OU,493,77.68762677484787
2023-07,19,[Gen 1] UU,493,3.8539553752535496
2023-07,34,[Gen 1] NU,493,6.896551724137931
2023-07,57,[Gen 1] UBERS,493,11.561866125760648
2023-08,5,[Gen 1] UU,513,0.9746588693957114
2023-08,12,[Gen 1] UBERS,513,2.3391812865497075
2023-08,27,[Gen 1] NU,513,5.263157894736842
2023-08,469,[Gen 1] OU,513,91.42300194931774
2023-09,23,[Gen 1] NU,264,8.712121212121213
2023-09,3,[Gen 1] UU,264,1.1363636363636365
2023-09,16,[Gen 1] UBERS,264,6.0606060606060606
2023-09,222,[Gen 1] OU,264,84.0909090909091
2023-10,49,[Gen 1] UU,431,11.36890951276102
2023-10,37,[Gen 1] UBERS,431,8.584686774941995
2023-10,312,[Gen 1] OU,431,72.38979118329466
2023-10,33,[Gen 1] NU,431,7.65661252900232
2023-11,53,[Gen 1] UU,390,13.58974358974359
2023-11,31,[Gen 1] NU,390,7.948717948717948
2023-11,290,[Gen 1] OU,390,74.35897435897436
2023-11,16,[Gen 1] UBERS,390,4.102564102564102
2023-12,135,[Gen 1] UU,1260,10.714285714285714
2023-12,24,[Gen 1] UBERS,1260,1.9047619047619049
2023-12,17,[Gen 1] NU,1260,1.3492063492063493
2023-12,1084,[Gen 1] OU,1260,86.03174603174604
2024-01,55,[Gen 1] UBERS,1697,3.2410135533294047
2024-01,51,[Gen 1] UU,1697,3.00530347672363
2024-01,49,[Gen 1] NU,1697,2.8874484384207424
2024-01,1542,[Gen 1] OU,1697,90.86623453152623
2024-02,17,[Gen 1] UU,1554,1.093951093951094
2024-02,335,[Gen 1] NU,1554,21.557271557271555
2024-02,99,[Gen 1] UBERS,1554,6.370656370656371
2024-02,1103,[Gen 1] OU,1554,70.97812097812097
2024-03,19,[Gen 1] UBERS,1957,0.9708737864077669
2024-03,1869,[Gen 1] OU,1957,95.50332141032192
2024-03,44,[Gen 1] NU,1957,2.248339294839039
2024-03,25,[Gen 1] UU,1957,1.2774655084312723
2024-04,20,[Gen 1] UBERS,1548,1.2919896640826873
2024-04,1431,[Gen 1] OU,1548,92.44186046511628
2024-04,88,[Gen 1] UU,1548,5.684754521963824
2024-04,9,[Gen 1] NU,1548,0.5813953488372093
2024-05,56,[Gen 1] UU,1433,3.907885554780181
2024-05,9,[Gen 1] NU,1433,0.6280530355896721
2024-05,1344,[Gen 1] OU,1433,93.78925331472435
2024-05,24,[Gen 1] UBERS,1433,1.6748080949057922
2024-06,135,[Gen 1] NU,1466,9.208731241473398
2024-06,47,[Gen 1] UU,1466,3.2060027285129604
2024-06,76,[Gen 1] UBERS,1466,5.184174624829468
2024-06,1208,[Gen 1] OU,1466,82.40109140518418
2024-07,59,[Gen 1] UU,1474,4.002713704206242
2024-07,65,[Gen 1] UBERS,1474,4.409769335142469
2024-07,1218,[Gen 1] OU,1474,82.63229308005428
2024-07,132,[Gen 1] NU,1474,8.955223880597014
2024-08,80,[Gen 1] UU,1654,4.836759371221282
2024-08,340,[Gen 1] UBERS,1654,20.556227327690447
2024-08,1175,[Gen 1] OU,1654,71.03990326481258
2024-08,59,[Gen 1] NU,1654,3.5671100362756953
2024-09,48,[Gen 1] UBERS,1568,3.061224489795918
2024-09,1439,[Gen 1] OU,1568,91.77295918367348
2024-09,64,[Gen 1] NU,1568,4.081632653061225
2024-09,17,[Gen 1] UU,1568,1.0841836734693877
2024-10,1772,[Gen 1] OU,1885,94.0053050397878
2024-10,39,[Gen 1] NU,1885,2.0689655172413794
2024-10,33,[Gen 1] UBERS,1885,1.750663129973475
2024-10,41,[Gen 1] UU,1885,2.1750663129973478
2024-11,29,[Gen 1] NU,2102,1.379638439581351
2024-11,104,[Gen 1] UU,2102,4.9476688867745
2024-11,1935,[Gen 1] OU,2102,92.05518553758326
2024-11,34,[Gen 1] UBERS,2102,1.6175071360608944
2024-12,1577,[Gen 1] OU,1721,91.63277164439279
2024-12,98,[Gen 1] NU,1721,5.6943637420104585
2024-12,18,[Gen 1] UBERS,1721,1.0459035444509006
2024-12,28,[Gen 1] UU,1721,1.6269610691458454
2025-01,404,[Gen 1] NU,1767,22.86361063950198
2025-01,1209,[Gen 1] OU,1767,68.42105263157895
2025-01,111,[Gen 1] UU,1767,6.281833616298811
2025-01,43,[Gen 1] UBERS,1767,2.43350311262026
2025-02,83,[Gen 1] UBERS,1535,5.407166123778501
2025-02,41,[Gen 1] UU,1535,2.671009771986971
2025-02,1382,[Gen 1] OU,1535,90.03257328990229
2025-02,29,[Gen 1] NU,1535,1.8892508143322475
2025-03,17,[Gen 1] NU,1808,0.9402654867256638
2025-03,1749,[Gen 1] OU,1808,96.73672566371681
2025-03,12,[Gen 1] UU,1808,0.6637168141592921
2025-03,30,[Gen 1] UBERS,1808,1.6592920353982303
2025-04,2,[Gen 1] NU,942,0.21231422505307856
2025-04,839,[Gen 1] OU,942,89.06581740976645
2025-04,89,[Gen 1] UU,942,9.447983014861997
2025-04,12,[Gen 1] UBERS,942,1.2738853503184715
